epoch,acc,f1,loss,lr,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
0,0.862149667555252,0.15506078076468516,0.8976747348772741,0.001,0.1306241547984516,0.3652206086110637,0.9735377409816843,0.47015461958615123,0.4993768645598825,0.562587289156112,0.36495828813156195
1,0.9846466869379566,0.43074299434644986,0.48477216262732986,0.001,0.6641184837635672,0.3211653645488277,0.9786150054594057,0.5182316870288511,0.3581619252145818,0.7908087968826294,0.3733193093696527
2,0.9869960011106677,0.5280095165084421,0.3650783347872506,0.001,0.7924227992122153,0.40383530477375057,0.9779474023169121,0.43184065792412885,0.37409768378840086,0.9223394984692599,0.27890323840938835
3,0.9872749840791246,0.5445403179104349,0.3394691168734458,0.001,0.8238698031786269,0.4198615336378591,0.9806416018874244,0.5653554332994781,0.2896275973952977,0.8734642520415045,0.40993440705063067
4,0.9879644679284729,0.5733181648615715,0.32532073913422305,0.001,0.8227884380427082,0.45230998881820556,0.9786884615906571,0.4571599282522117,0.34086191390467957,0.9534626228619466,0.2969086051514718
5,0.9882380413798104,0.5781529240507995,0.30530194292026286,0.001,0.8372205448361625,0.44685487248069417,0.9818536428223669,0.6114693917004408,0.26394174320507896,0.8655028543641082,0.4643280743497663
6,0.9883097418114147,0.584346215413735,0.31230824025331344,0.001,0.8252975816747784,0.4706880823437092,0.9813416009455656,0.5786532553951297,0.26549389773765497,0.9104471570622604,0.41823689731876407
7,0.9878905927185464,0.5511301585768794,0.352765460457422,0.001,0.7926178812543837,0.4543980308107834,0.9821496479279173,0.6172493326980456,0.2582177414303332,0.8711768947871386,0.4706077058758356
8,0.9887527886745149,0.6013284217467351,0.2857855001909543,0.001,0.8512355817102752,0.47230506859785687,0.9815446855747594,0.5809444468633264,0.2569431894648392,0.9261004782355993,0.4175045440154793
9,0.9889248200749929,0.6139515997034258,0.2731466359269302,0.001,0.8588012161508071,0.4839781628245801,0.9825299202868368,0.6209637633467142,0.23981885625197824,0.907707290839305,0.46530651360486464
10,0.9891805714738052,0.6328105490028331,0.2553089495781249,0.001,0.8801586435431927,0.5011466037383122,0.9834913210531252,0.6655590945640496,0.23225759193960543,0.8686851125902835,0.5338611344320584
11,0.9894483442855092,0.6195685250305496,0.26645015694398794,0.001,0.8680358264034829,0.49014377264322434,0.9833941333061826,0.6505533746913471,0.2238147079417136,0.9044233133307601,0.5026268120360585
12,0.9894764333699657,0.6382790456435322,0.24778634942738356,0.001,0.8807219229968248,0.5076713366516395,0.9819292684571933,0.601385363962798,0.251260412477814,0.9082950680656771,0.4459726280343216
13,0.9896584543506656,0.6304145291843245,0.25846835126919027,0.001,0.8763898437002063,0.5049168844336429,0.9811709306936348,0.5617343345574574,0.2630653270577962,0.9417016706635467,0.3970023092970384
14,0.9895648742671561,0.6277791059913889,0.2570039690595812,0.001,0.8749762966042072,0.49567218645747785,0.9823721858252467,0.6193168200222792,0.2448157451849068,0.8975456288430543,0.46937459443522767
15,0.9899711972844284,0.6393794172105536,0.24566402372005766,0.0005,0.8833350755472099,0.507519217323413,0.9838607817624523,0.6645415240684441,0.2124000102017833,0.9126463094643787,0.519741151712637
16,0.9901902161340798,0.6590413014709422,0.23608748047752717,0.0005,0.8803892491665561,0.5340760025830396,0.9831888628216972,0.6460481998139778,0.2284286697353937,0.8983933118592321,0.4999158176700626
17,0.9903202597546367,0.6565826725115819,0.2358804426889504,0.0005,0.88076361697332,0.5304902270436287,0.9830851581244342,0.6282549569037108,0.2166935289855552,0.9484613168556079,0.46594879268544964
18,0.9905005260906389,0.6587586041572875,0.2339038912173921,0.0005,0.8843717617271221,0.532103891657517,0.983545351872402,0.6571358663845907,0.221134898936854,0.9000675636055195,0.513222222307087
19,0.9906676952290324,0.6732218652568033,0.22524814268129062,0.00025,0.8906747289990957,0.5519206220597292,0.9840941265621016,0.6687083112455048,0.2072842258267698,0.9153810122371775,0.5223419107167067
20,0.990745476916828,0.692497052713833,0.19804311853594483,0.00025,0.9126831825855559,0.5593813747431324,0.9844225360228952,0.6833166944242157,0.2040838725798953,0.9053595757062456,0.5439430638752153
21,0.9909597753950979,0.6908915646835766,0.20618913236972505,0.00025,0.9033250331351187,0.566361374427787,0.9842323972060617,0.6763031356102598,0.2080719402406068,0.9054095592118997,0.5359537638394178
22,0.9909380310404617,0.7125495338598183,0.18889455378583048,0.00025,0.9078480846586481,0.5853963758038209,0.9842496772782993,0.6739140437767569,0.2029671320873024,0.9182542599407972,0.5276382533849868
23,0.9910727950324,0.7027762563882676,0.1981707576629335,0.00025,0.899504406262288,0.5761404952644247,0.9843296239861344,0.6750842100751083,0.2024163345320035,0.9185745257191953,0.5298886351880774
24,0.9910066296569014,0.6748210311727186,0.22027718229631407,0.00025,0.8991657655059764,0.5527435869505976,0.9845608003371584,0.6819673734428608,0.1988030065477422,0.9172846806787811,0.5375458445169229
25,0.9911260011449324,0.6888117222774741,0.20873866645635758,0.00025,0.8949597383626794,0.5620567923889751,0.9846839614674053,0.6883622882640468,0.19835160738598984,0.9110939908871608,0.5489432838110797
26,0.9910094687896492,0.6911525014227471,0.20285492265118962,0.00025,0.9046487594600272,0.5609005764786121,0.9846601865987862,0.6871528187684254,0.19723808132441698,0.9144353365476152,0.5457521988227304
27,0.9913003325989816,0.6934661638914748,0.2088322404739076,0.00025,0.8952839596081624,0.5720393908646914,0.9850469326550981,0.7010006635589937,0.19562287140736537,0.901389992342586,0.5679764594651956
28,0.9912861503858482,0.690419820491719,0.20852481369423656,0.00025,0.8949843445974114,0.5654238583767308,0.9845586487677245,0.682836198173793,0.2001101232207982,0.9125287490608418,0.5403862184127876
29,0.9914676372983814,0.7183486858827878,0.18384305618505561,0.00025,0.911216772763075,0.5921122901207578,0.9840898086539412,0.6615349724229458,0.2001733806280963,0.9402292344422467,0.5066581088884742
30,0.9914364429701746,0.7201797366471945,0.18461168260700936,0.00025,0.911464588568274,0.5993839087277915,0.9854920031750096,0.7185680201623292,0.19492732581839098,0.8848426843111494,0.5994646987028881
31,0.9915828240656219,0.721527305983864,0.18328771496241072,0.00025,0.9081593799380074,0.5971533445130407,0.9843750036923231,0.6736282521644524,0.1995315562307307,0.9255205825366805,0.5258640261877955
32,0.9914179410027192,0.7211507175084764,0.18109820005113045,0.00025,0.9138893511443011,0.5958148959727414,0.9846688276898544,0.6852552342203866,0.19637936564673364,0.9177692205505034,0.5427241720984467
33,0.9915952445131487,0.72006428215356,0.18609609171352556,0.00025,0.9099796111077334,0.5998470532023801,0.9845867367972315,0.6774994108529218,0.19251116767393806,0.9358921430807198,0.5266294590139811
34,0.9916551988736718,0.7351984795743385,0.17097493847914502,0.00025,0.9176425606803557,0.6110230337465758,0.985600025780433,0.7201942680156337,0.19237962866251448,0.8877309650446461,0.599898423241303
35,0.9916919208733381,0.7281894648233346,0.17550947444628826,0.00025,0.9170277039561652,0.6045942182561993,0.9846407565395389,0.6800537694871953,0.1929390340779735,0.9302072672717339,0.53162192981855
36,0.9916980034482162,0.7226698388040593,0.1790709437522213,0.00025,0.9196370718753444,0.5965852924020945,0.9855849067721747,0.7184402035400931,0.19341524934346696,0.8860833977176025,0.5975517525082141
37,0.9919548340603314,0.7442187777662699,0.16307480303587113,0.00025,0.922451499289116,0.6196269639561661,0.984876231809633,0.6925841274514662,0.1936603388955108,0.9149321855696957,0.5527023746904018
38,0.9920847423836193,0.7449956929261705,0.16393670756204992,0.000125,0.9231615496420227,0.6249275638730125,0.9850339667986979,0.6940289646123363,0.19026012283510865,0.9199322630873824,0.5525204665892947
39,0.9921035036049058,0.7292298810408179,0.1761819754554107,0.000125,0.9144484477233042,0.6048579890511733,0.9854163870347284,0.7108107705031876,0.18911521044452634,0.903392343921999,0.5802232691671996
40,0.9921287609412607,0.7425029459780297,0.1638094843488879,0.000125,0.924747886383428,0.6172653524353441,0.9857167100484392,0.7242371983232752,0.19205471583172284,0.8833569430671961,0.6065063334144323
41,0.9922420588214841,0.7411571937588464,0.16549391583003828,0.000125,0.9216776287133714,0.6167006868440493,0.985262977865945,0.7063780078845742,0.1903308239658322,0.9055191521096019,0.5736038616273256
42,0.9922978210765704,0.7390339403553347,0.16996467166242346,0.000125,0.9171466299258502,0.6225314976367275,0.9838802392503857,0.6550380809117208,0.20303878003517084,0.9420761138991972,0.4995906527063488
43,0.9903663080350488,0.6484653141382521,0.2241057386967988,6.25e-05,0.9250679293037516,0.5107161374350565,0.9849561642756505,0.7048233736932805,0.20167463226655943,0.8849806273933005,0.579743516128675
44,0.9919145996064211,0.7293343806425027,0.1713050118589823,6.25e-05,0.9251902815514961,0.6005947867457846,0.9854531019134859,0.7154858022664501,0.19280859221399357,0.8911821778896636,0.5919431558752482
45,0.9921548239952696,0.73946372241573,0.16920475437577848,6.25e-05,0.9188598114832313,0.6182681281218486,0.9849864344681258,0.6977105272554718,0.1928648890647213,0.9103043591026712,0.5608919484425435
46,0.9921450973612017,0.737114415759534,0.16520660720040312,3.125e-05,0.9259926882465329,0.6090143424483527,0.9854509392670826,0.7134238444598375,0.19092777872507552,0.8969301227974681,0.5867443617466277
47,0.9922409690586866,0.7375366507114562,0.16980601438378864,3.125e-05,0.9182014533903746,0.6150959544872816,0.9853861437434643,0.7105085016351885,0.19080073801817093,0.9001838079595987,0.5815295740566423
48,0.9922740567574458,0.7480379591934976,0.16155423210785452,3.125e-05,0.9231093888525415,0.6272845712976646,0.9854098996229931,0.7099406260304746,0.1901924409697541,0.9020953879947156,0.57992866292464
49,0.9923059238796741,0.7528098555265275,0.15635865109156719,1.5625e-05,0.9292623424424534,0.6311472224450745,0.9854919957903634,0.7137075087665457,0.19031414837963814,0.8976725492857199,0.5868883517991125
50,0.9923400844620393,0.7404125247117692,0.16489384712371152,1.5625e-05,0.9255163329364979,0.6165348084363262,0.9854509287175879,0.7109859685982223,0.18960036376936246,0.9020989742954221,0.5812924414609386
51,0.9923383358833009,0.7513884516943873,0.15470459899016187,1.5625e-05,0.9314220083498321,0.6257879789424153,0.9855395323407333,0.7140193708175051,0.18945956546648413,0.8991482363337964,0.586623685022371
52,0.9923356352126704,0.7456724062166383,0.16216120941449055,1e-05,0.9274324991006767,0.6241498052810146,0.9855308986343114,0.7133764271187572,0.18905630206639787,0.9006359376738556,0.5851207011568863
53,0.992369932938466,0.7491270604386794,0.15771250888309649,1e-05,0.9295604110291574,0.6248225365328578,0.9855503329133566,0.7142585653119382,0.1889413204868283,0.8998998503769393,0.5866015848860276
54,0.992373713349874,0.7440948102590257,0.16397914738781685,1e-05,0.9235955956762871,0.6219735616340046,0.9855330596982905,0.7139555099791131,0.18881960991209587,0.9004816223034816,0.5859635314055248
55,0.9923637179674301,0.748854067868891,0.1581593060915449,1e-05,0.9306486148749833,0.6261413375624513,0.985582733048802,0.7156218000217877,0.18897667289835163,0.8984126912809052,0.5890009408503507
56,0.9923703351379496,0.7559124139030423,0.15376383804641994,1e-05,0.9302152843601936,0.6346819756832798,0.9855416907673389,0.714370298702105,0.1889051024892689,0.899844674937493,0.5867305318866156
57,0.9923924782634836,0.741216090796268,0.16373739490466835,1e-05,0.9280774738408822,0.6167543191561656,0.9856151553381861,0.7180182875785153,0.189326881834891,0.8950787081127674,0.5936987864232697
58,0.9923974755590996,0.740551164390239,0.16605568116745062,1e-05,0.9231169437412667,0.6182588265335138,0.9854898341989096,0.7119394350895839,0.18870977226611788,0.9028507618777519,0.5822490406247367
