epoch,acc,f1_2,loss,lr,precision,recall,val_acc,val_f1_2,val_loss,val_precision,val_recall
0,0.892793638252579,0.1110325006467282,0.8999653287165987,0.001,0.10126083883131334,0.38352547835896567,0.9702040273531348,0.45221677448897235,0.5225099399026516,0.5225316286087036,0.4007227900808891
1,0.9748498673460125,0.32585025097416564,0.6585633282640339,0.001,0.43127470245931,0.37342507076507386,0.9750112184381063,0.5439787048154172,0.4237867303654156,0.6359546163440806,0.4807199645886379
2,0.9859246453352734,0.4664016119513529,0.48011658228604137,0.001,0.6635427336235308,0.3919133402539038,0.9782930929048926,0.5997410706714191,0.356398223775678,0.7260978385410478,0.5150430170835647
3,0.9869654856424416,0.5266424045626041,0.41906606623556764,0.001,0.7341011423716503,0.4437966782896392,0.9781850697719945,0.51698262290617,0.3785033400079845,0.9023598870344921,0.36555354336721707
4,0.9874630834149049,0.5300144229055407,0.41632126232164096,0.001,0.73655809436933,0.45062993379697136,0.9758106385712075,0.41469223836881924,0.467892111930172,0.9427548984510709,0.2681056076446466
5,0.9862014659210644,0.4462542159975284,0.5054568265919137,0.001,0.7719682743855282,0.3788429164248869,0.9804147339500158,0.6144465503439439,0.3130735354085939,0.8363124089958394,0.48696593478717637
6,0.9884154730666,0.5651867746012862,0.3819517482698491,0.001,0.7452044998650003,0.4854826937981807,0.9817132010924078,0.6591910282067494,0.2877582949874675,0.8112568892208876,0.5566418719502677
7,0.9885326832269146,0.5854105219179022,0.35869397974647255,0.001,0.7918407965814118,0.4965329160666571,0.9808641424221275,0.6072006109541497,0.30241239809356957,0.90048342995939,0.4593360666680125
8,0.9889986839442126,0.5798630207381418,0.3650091796849681,0.001,0.7809523116566438,0.48963856001475214,0.9820243336458122,0.6693775838455268,0.27897013605168436,0.8163641353624057,0.5684304543301067
9,0.9893646213860638,0.6273512072135917,0.3203310217477579,0.001,0.8024150156869297,0.5418076090580595,0.9822771090321836,0.6638727567892159,0.2711726411254005,0.8561535540935212,0.5440544159011503
10,0.9894276812540747,0.6246017209394316,0.32534914417604427,0.001,0.78265698596967,0.5363684400454559,0.9825644709367668,0.6694390757948951,0.2658146909907856,0.8600515201028469,0.5493221900104421
11,0.9893647616943427,0.6359758776637305,0.3133683093881185,0.001,0.8046858305424716,0.5511567516796356,0.9824413240483377,0.6858797052265269,0.2705902024707963,0.806690121646476,0.5973368213240025
12,0.9900430340682511,0.6323678276040056,0.32038662338678814,0.001,0.7802828034155268,0.550227516433801,0.9829619980491369,0.6868892486116528,0.2577497980235952,0.8455327691230099,0.5798023395833716
13,0.9902820362981442,0.6485053712287835,0.30447341383030985,0.001,0.7947558823775137,0.5822787663355404,0.9826962578613146,0.6808706722428314,0.26328827849531594,0.8401503151496955,0.5724723745236354
14,0.989814961906028,0.6440869478222427,0.31093952323483154,0.001,0.7903340167594678,0.5728743676326972,0.9707549662716621,0.5928269719655535,0.43053722487086743,0.5378997426117416,0.6615332396684495
15,0.9893181724885923,0.6359966931023956,0.315479534125961,0.001,0.7996687293052673,0.5545579045516463,0.976143351170869,0.4359249520090829,0.44745778088021065,0.9321018346643026,0.285958170099596
16,0.9818485205152393,0.024568734138475656,0.97393002130289,0.0005,0.9977302419400849,0.02337809081172078,0.9676524416535301,0.0004040819744216855,0.9993267201744349,1.0,0.00020208270330212812
17,0.981838527770169,0.000828331239022875,0.9986203956393014,0.0005,0.9999999709888897,0.0004143791349987969,0.9676524416535301,0.0004040819744216855,0.9993267201744349,1.0,0.00020208270330212812
18,0.9818385269789569,0.006024627481042243,0.9910244580391234,0.0005,0.9999927393103067,0.0033215029157164498,0.9676524416535301,0.0004040819744216855,0.9993267201744349,1.0,0.00020208270330212812
