epoch,acc,loss,lr,precision,recall,tversky_index,val_acc,val_loss,val_precision,val_recall,val_tversky_index
33,0.9918586965155812,0.22866186051242118,0.000125,0.7917710482019239,0.7563131687651693,0.778790413674,0.987028134080161,0.2631632506319907,0.7455245857745145,0.7284425460131823,0.7402756493703454
34,0.991904335475601,0.2188128285703406,0.000125,0.7968845219738716,0.76936653889386,0.786955310971336,0.9872614720226389,0.2621189361124967,0.7552587922695464,0.7212985585221147,0.7447335519621857
35,0.9920666449892838,0.22831339145128707,6.25e-05,0.7946446319069482,0.7592035938153224,0.7799369276262227,0.9871815400840962,0.26168302097151763,0.7509774043496731,0.7261012528849914,0.7433264033984294
36,0.9920763666123416,0.21764979293916079,6.25e-05,0.8004795270683491,0.7684892925013483,0.7890779009435029,0.9871837006206006,0.2612768453834331,0.7497876339254126,0.7279872762418427,0.7431086554991461
37,0.9920985110565624,0.2135133608780076,6.25e-05,0.8061215325992191,0.7745601635063644,0.7937199719645808,0.987127519814314,0.2618293060665637,0.7490729626301116,0.7275871186129814,0.7424925523521626
38,0.9921537434632799,0.2234214167151831,3.125e-05,0.7913656242653332,0.7662555116467771,0.781935701855516,0.9872009685609193,0.26213982463937946,0.7540881037712097,0.7223232926520626,0.7442658253475628
39,0.9922074873363023,0.21485094106302852,3.125e-05,0.8033439163613109,0.7700097748136099,0.7920289751702705,0.9873025248535966,0.26140913973867363,0.75682513059768,0.721218023152478,0.7457776206784543
40,0.9921977593835476,0.2260120627099434,3.125e-05,0.7926712549431661,0.7782443374131633,0.7809648693959533,0.9869654801039569,0.26315180706766855,0.7421094648605955,0.7317009357224523,0.7389387477815679
41,0.9922019472691865,0.21689219944244992,1.5625e-05,0.8014538074489188,0.7683314646767304,0.7899807414649862,0.9871318303378283,0.26269927172534235,0.7500962166659599,0.7249596683324966,0.7423629512829063
42,0.992212750215446,0.21270382219711237,1.5625e-05,0.7992203474308537,0.7789479343764549,0.7916636548738564,0.9872377298574532,0.26236093729998156,0.7561022048502897,0.7200697797589597,0.7449132140758818
43,0.9922393518211567,0.21966036257490648,1.5625e-05,0.8096709500635619,0.7579795545445079,0.7910386809205587,0.9870800080552565,0.26322308525574944,0.7508520077815098,0.723277181650685,0.742335644970953
44,0.9922447539536299,0.2174038625923933,1e-05,0.7997718129669671,0.7728032875904994,0.7889600085605563,0.9870821453828728,0.2630536324155014,0.7504998783094693,0.7239236203970107,0.7423021392484682
45,0.9922242312304741,0.21444738069466784,1e-05,0.8027848574967511,0.7729200360785543,0.791817046108499,0.9871188808331447,0.26246818240764924,0.7506540301626763,0.7248928003606543,0.7427210849998271
46,0.9922215295048942,0.21458958102538522,1e-05,0.8045912382349504,0.771043862916727,0.7924225329034096,0.9871340172480693,0.2621275292033643,0.7502720735769356,0.725894177909446,0.7427805108306682
47,0.9922681136996345,0.22215595155690623,1e-05,0.7965628591786443,0.765824662900604,0.7846653275521456,0.9871966859935659,0.26189818635451056,0.7531466753081938,0.7236588138394651,0.7440454564263336
48,0.9922381375743224,0.21739528057849514,1e-05,0.8001785225572839,0.7679436581324687,0.7892458307004608,0.9871361651251801,0.26250683206372555,0.752134153800728,0.7234351935639846,0.7432775376117335
49,0.9922635228233,0.20968253844607193,1e-05,0.8079834490750744,0.7759928363086903,0.796938104703363,0.9870907917486883,0.26277455924886517,0.7496929026282995,0.7251920378313655,0.7421589673092935
50,0.992253265285914,0.20591108936124145,1e-05,0.8084464542633665,0.7822038191082203,0.7995040706828632,0.9871599378839003,0.26200908791702404,0.7527826433688138,0.7237829033252412,0.7438355077684453
51,0.9922718938473052,0.2121558400381983,1e-05,0.8039191845244011,0.7754142405712499,0.7937792898279376,0.9872117907600065,0.26219578021395523,0.7545920077678376,0.7217600925833778,0.7444272030771306
52,0.9923009265840581,0.2156100017307079,1e-05,0.8025151572923744,0.7715762661094159,0.7910097122719858,0.9872268971088713,0.261863662605792,0.7545718904090138,0.7224106419402941,0.7446226662239143
53,0.9922889122920754,0.20804312350475682,1e-05,0.8091964964318065,0.7787377001033617,0.7983364930780258,0.98710158546414,0.26241002462606516,0.7496985492453111,0.7258841727687194,0.7423838456120111
54,0.9922452948789681,0.2164359290515427,1e-05,0.8062351100740179,0.7655439310896713,0.7920122674081178,0.9870778232549144,0.2623733746266998,0.7474534864974233,0.7280730636773911,0.7415238439509299
55,0.9922872908347475,0.20570020865550084,1e-05,0.8112706826851431,0.7816138853014043,0.8005110650463442,0.9872442051372697,0.2619594657315617,0.7565231518407839,0.7204439270812854,0.7453235530220301
56,0.992323882548155,0.2082463800907135,1e-05,0.8123214091874856,0.7764009730478304,0.7992937522651875,0.9871620783763649,0.2624914250542632,0.7524198145992989,0.7231868911633449,0.7434003015535068
57,0.9923115955517355,0.20824799231723345,1e-05,0.808116385894539,0.7783420950965544,0.7979167449263345,0.9871750521448861,0.26204235891325284,0.753513990250309,0.7230379497055459,0.7441015006166644
58,0.9923190239783937,0.21197304366964154,1e-05,0.8097701898190828,0.7713577388662153,0.7959687759918449,0.9871923369643962,0.26194673565636695,0.7538880204732439,0.7228800179684056,0.744305339007251
59,0.9923020108083708,0.21129772067070007,1e-05,0.8063842696426189,0.7766762172753832,0.7950795691097732,0.9873176491366024,0.2611766093600113,0.7591773719914192,0.7195333986155754,0.7468325052641135
60,0.9923504846813405,0.2106633882606979,1e-05,0.8118445733479694,0.7725923704890023,0.7975591742886906,0.9872247539790331,0.26173786093703416,0.7551556023876224,0.722116728799533,0.7449268340009504
61,0.9923302259592883,0.21214696659451038,1e-05,0.8049956746069731,0.7734387654118833,0.7943605379720705,0.9872463487945826,0.2616951054176398,0.7550174810190117,0.7223235358179143,0.7448993937104149
62,0.9923314449533952,0.2089477848690168,1e-05,0.8108710121791974,0.7739959575433647,0.7986201419767025,0.9872268976363461,0.2613198430137297,0.7541905077157822,0.7237987191276213,0.7448066072126406
63,0.9923165907374526,0.21298349035524688,1e-05,0.802825407116814,0.7746496641002925,0.7928711228666052,0.987213949186612,0.2616095490160242,0.7530729997474536,0.7242766819169036,0.744193306538911
64,0.9923680361393279,0.2109364579736659,1e-05,0.8085564438220674,0.7728935772866274,0.7964263379046347,0.9872161155253385,0.2613608146135786,0.7527142430828736,0.7250868693917198,0.7442048017957569
65,0.992346030684699,0.2081290947652496,1e-05,0.8109442490128289,0.7771080239156706,0.7986194190396144,0.9872571514771048,0.26157529797174234,0.7557321797429988,0.7218976848948319,0.7452509455976233
66,0.992347781900811,0.20903258197075497,1e-05,0.8050612295623374,0.7805357195634758,0.7961566582717726,0.9872895600521459,0.2615194890351422,0.7572211633741328,0.7206502388008927,0.7458636649941977
67,0.9923841088219026,0.2051059081491116,1e-05,0.8075838996245798,0.7866798130284368,0.799447913876677,0.9872679525772027,0.26174348012535975,0.7575700963492942,0.7199079141152643,0.745861932767176
68,0.9923535907163029,0.20510893506286418,1e-05,0.810125505502245,0.7830037838589828,0.8005596457329471,0.9873198160028036,0.26093895350937296,0.7565120959703902,0.7223974877754143,0.7459439002307116
69,0.9923629082937157,0.2046066519960893,1e-05,0.8086924447422534,0.7888499775291544,0.8000765918894152,0.9873975895147408,0.2607337315525629,0.7619897744296926,0.7178594164088764,0.7481909236021801
70,0.9923700629609876,0.20655815158270102,1e-05,0.8156194850406816,0.7754260291040471,0.8017390001136645,0.9872658089198897,0.26170215617238946,0.7565454466153035,0.7209148665445041,0.7454895762215673
71,0.9924049031945457,0.2079425388205368,1e-05,0.8098350347934571,0.7802907544954688,0.7986679281544896,0.9873219786492069,0.26135944845402137,0.7592483727277908,0.7191247249071577,0.7467475533485413
72,0.9923907265198969,0.21405602450919362,1e-05,0.804436162130627,0.7706439574949641,0.792910525624731,0.9872917263908724,0.26151907285757825,0.7563116808908176,0.721474917061561,0.7455109721791428
73,0.9924020674903836,0.20524368323056044,1e-05,0.8121363692051542,0.7802521786858551,0.8013408257897976,0.9873176338398351,0.2610456563730155,0.759376571769208,0.7196024888384659,0.746989874185714
74,0.9923828908827452,0.20650488533804903,1e-05,0.8115884838378535,0.7784144759705637,0.8003428446508087,0.9872873947683689,0.26105232681848306,0.7553779271851598,0.7232181371840756,0.7454330857876128
75,0.9924049029308083,0.2080652853556439,1e-05,0.8082542936358832,0.7795209417828416,0.7979494190849035,0.9872917332480439,0.2611521572138356,0.7569951715722548,0.7215508771153678,0.7460012894816104
76,0.9924003128456859,0.21673549830386069,1e-05,0.8031171507540003,0.7683473854465822,0.7905981535405184,0.9872549819735299,0.2614314566671321,0.7539837355107333,0.7237727051287626,0.7446582138010885
77,0.9924196215857447,0.20576371186602432,1e-05,0.8085973457952517,0.7831584143955096,0.7995655512915248,0.9872917179512767,0.26128370097253173,0.7575833918774022,0.7207680386779582,0.746148943901062
78,0.9924030058679327,0.21625544407726388,1e-05,0.8047379306723587,0.7656435449566461,0.791756108798812,0.987352221940471,0.2605702302097219,0.7598057526402768,0.7201184229513186,0.747447584582641
79,0.9924231337762512,0.20554155902524965,1e-05,0.8172546551290867,0.7765634260346405,0.8029121139408213,0.9872873995156415,0.2614497020181301,0.7575887953285623,0.7204478398888512,0.7460493208032793
80,0.99242070554632,0.2049786517050414,1e-05,0.8160417591576028,0.7775094751763133,0.8029699731717067,0.9872204302686506,0.26160554653775375,0.7519621769938849,0.7253112502857647,0.7437619303180053
81,0.9924212475266077,0.1992931811682946,1e-05,0.818243970385695,0.7861058403432897,0.8073381860699274,0.9872312160719813,0.2617109966489066,0.7542237222722147,0.7230173307182515,0.744580920291158
82,0.9924501412737686,0.20810638565932754,1e-05,0.809105129896012,0.7794875402366166,0.7982093193362244,0.9872225755083878,0.26167747510217987,0.7528240554100645,0.7243735220579974,0.7440550010816186
83,0.9924342049434122,0.20982281428522767,1e-05,0.8155760543536296,0.7728698995805025,0.798226156395621,0.9872549846109036,0.2615264121410066,0.7568754226760527,0.720949030555455,0.7457254444603372
84,0.9924463563788254,0.20716853584863443,1e-05,0.808162732560814,0.7841180030223542,0.7985163816308554,0.9872182781717419,0.26175808220838026,0.7526963796235818,0.7243387192751454,0.7439557087104932
85,0.992477418047137,0.20778885061761973,1e-05,0.8140251000898074,0.7759258947541229,0.8002447140427817,0.9872571520045795,0.26156429590377134,0.7572395843742168,0.7205491545981011,0.7458433129091179
86,0.9924369082514164,0.21120382436608845,1e-05,0.8092327584735061,0.7730050813571542,0.7963595105483469,0.9872852257922687,0.26135143716778375,0.7579891861012552,0.7202740084808484,0.7462646555056615
87,0.992469315771508,0.21393060394093,1e-05,0.8033290848267817,0.7733803523325287,0.7924172443098727,0.9873219596601166,0.26130203757665854,0.7591049228094321,0.7193607018057224,0.746727480297595
88,0.9924802571798848,0.20326298158780665,1e-05,0.8136768154470266,0.7818351965892104,0.8032536610829092,0.9873241323285398,0.26114469133647145,0.7575754813388386,0.7210380034109133,0.7462312399813559
89,0.9924678280290249,0.20737618181557782,1e-05,0.8092191099288123,0.7807725275108442,0.7986835748311627,0.9873565456508535,0.2611589210223308,0.7603177523190996,0.7185455892993285,0.7472843316803991
90,0.9924828162235496,0.20353540567170203,1e-05,0.8123519866339928,0.7839602590662188,0.802426559471451,0.987265808392415,0.2616731223806871,0.756187400986663,0.7212943450539513,0.7453683794072244
91,0.992498618575324,0.20746308433271088,1e-05,0.8113970959608534,0.776767098006949,0.7996801401661561,0.9872766200420076,0.2617532621442744,0.757936495067799,0.7195585032479953,0.7459979885447342
92,0.9924893009979113,0.19728767449876902,1e-05,0.8219731363047541,0.7866980312144862,0.809999182424714,0.9871901822301139,0.2616395243501241,0.7518141612542414,0.7253830564760528,0.7436832906925572
93,0.9924920016685418,0.19450550216489135,1e-05,0.8201109664102572,0.7939612256214682,0.8109471565854233,0.9872701210258281,0.2618793613087814,0.7568637765614332,0.720287916407121,0.745504785428005
94,0.9924791724280974,0.20147901562462867,1e-05,0.8161793126996639,0.7840125112406975,0.8051657431421027,0.9872787716114415,0.26134882405795884,0.7581321175119519,0.7201479557341179,0.7463219577232293
95,0.9925032131439817,0.21778625223488934,1e-05,0.801868494303353,0.7675993373634014,0.7893039831743304,0.9874516161142197,0.2609298092074099,0.7683904809234416,0.7119072206252444,0.7505253268554147
96,0.9925361552597147,0.20768475532531738,1e-05,0.8178038531172592,0.7715614712343807,0.8018693048342139,0.9872874179772572,0.2613780698945037,0.757478398031893,0.720683307774299,0.7460505318852653
97,0.992519815411188,0.20296753745163437,1e-05,0.815420791638636,0.7821161475329272,0.8039475798079397,0.987276583646251,0.2616277215755091,0.7583614461189878,0.7194138137640151,0.7462396183900074
98,0.9925045624243475,0.19463181073686717,1e-05,0.8194678586668673,0.7938130880351615,0.8106834564061292,0.9873284518191244,0.2614338877981743,0.7596824111136715,0.7185936886652381,0.7468699412008303
99,0.9925235968775454,0.19964761227633046,1e-05,0.81821999481294,0.7852680524893566,0.8071420870523537,0.9872679494123543,0.2617347113854062,0.7558789596093439,0.7214571079321667,0.7452108954961321
