epoch,acc,f1,loss,lr,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
0,0.9039298537294421,0.19050224820992587,0.8277553404326987,0.001,0.20495684823202612,0.35015760500610404,0.9892102833342763,0.29680180444126636,0.6420483705216804,0.3941226116323893,0.231703768261766
1,0.9815384835268544,0.41332872587758884,0.3512553345840589,0.001,0.7790555282767895,0.2830861160383288,0.9911698667349014,0.40983579222079924,0.40445456093391485,0.6980341746743801,0.30313955682568844
2,0.9834608240465147,0.45999488282322354,0.2709617931230933,0.001,0.8677135914300396,0.3184952668977522,0.9915220631962329,0.46196230955883466,0.3558045583488667,0.732085380933981,0.35110598064101906
3,0.9838628170237077,0.4959156509917394,0.23644340302036926,0.001,0.8889194526503571,0.34904652095473976,0.99143778328347,0.4005771812084502,0.3321758202746906,0.8152389257355074,0.27675592952069983
4,0.984524349723242,0.5237780063685062,0.1949931190604657,0.001,0.9177821229780669,0.36641249100191403,0.9916732923119469,0.5381571697977792,0.3766073521259612,0.6625216234046801,0.4690248053685754
5,0.9846873317672088,0.5261658325964437,0.21270894476797728,0.001,0.8992481012787439,0.37405346609256435,0.9917834918055914,0.48599635077788766,0.3217850955186692,0.7667415896348194,0.3707071542739868
6,0.9848276347713133,0.5256649597333661,0.19493528699452897,0.001,0.9369673277951974,0.37252290171892505,0.9917316294349401,0.45098253636233576,0.327616925260662,0.801285199359455,0.34328410425017364
7,0.9854684994284031,0.5570573858191482,0.1715373787204776,0.001,0.9351358007540745,0.40014922559525057,0.9919433667596462,0.5248878730081878,0.32491432776493306,0.7355311708112734,0.4225564657059391
8,0.9855057647270439,0.5556335349766067,0.18733542313617943,0.001,0.9092535798198882,0.4016210460964285,0.9913773025031638,0.41209557467857294,0.33942972189557236,0.7975490567958461,0.2923471110056987
9,0.9857946064619891,0.5659013064166086,0.16093889142559692,0.0005,0.9424379133017717,0.4059323471336238,0.9917661922167887,0.4755170677615478,0.3056914447683149,0.7936545478559174,0.3531000767133932
10,0.9860040387221142,0.5763250711019587,0.15943101813307906,0.0005,0.9391287315999512,0.41728478968473137,0.9917705069601008,0.465132127820918,0.29221274420223403,0.8300066880420246,0.3391359717445036
11,0.9858447046933976,0.5825252927905691,0.15925373493042666,0.0005,0.9387584571289805,0.4273834920166868,0.9918439762782206,0.5165635036156241,0.31232589430513635,0.7559444039268831,0.4026263403681527
12,0.9859168125992328,0.5465544661645061,0.1921294410671808,0.0005,0.9285958280078078,0.3945327278028811,0.9919303887713272,0.5055736118713311,0.2969070588592934,0.790087405559236,0.38834965598266735
13,0.9859843277825718,0.5773834493835416,0.14852822248914602,0.0005,0.9509364598620255,0.4151474939642754,0.9917251446605784,0.4691029043324226,0.2852290652494515,0.8351623922322704,0.3398899451821251
14,0.98612462841304,0.5897606943560912,0.14028922409082936,0.0005,0.9579430304269875,0.42738002571648204,0.9918979928556797,0.5007584348189092,0.2909383705231996,0.8036105585309257,0.3810677259369234
15,0.9861975444101654,0.5854669171756348,0.1529450144915454,0.0005,0.9474531071903431,0.4277169152566817,0.9921723941786099,0.5539040423072545,0.2897726877600746,0.7713313308437314,0.44829797744750977
16,0.9855387187109584,0.5618639034672385,0.17394779002771968,0.0005,0.9370808986600785,0.4143569152967065,0.9920859505644942,0.5467376608764176,0.3168688949230498,0.7375300099364425,0.45335414873815216
17,0.9863398737084549,0.5923212847087236,0.1459269863841808,0.00025,0.9499546627027798,0.4326126686899008,0.991705708799109,0.4523233576158507,0.2816668279403079,0.8645635832727483,0.3239336483246457
18,0.9864254828575438,0.6025375176583772,0.1413355440692564,0.00025,0.9520386096123046,0.44398140851243406,0.9917381173741501,0.46815120540888966,0.29641969383290384,0.8164226449696363,0.3429764187441463
19,0.9865217609743101,0.5893031062508842,0.15415014207890604,0.00025,0.955805063511418,0.43193931635716454,0.9921075596218616,0.5328499864687962,0.28680311367575045,0.7860972865492897,0.41799266306699906
20,0.9864866512011637,0.596608955775742,0.13598247940561412,0.00025,0.9607236108421224,0.4349580950441614,0.9918914996417223,0.4936391030792641,0.2800559095576801,0.8245007670031185,0.36798572593030676
21,0.9866068336815961,0.6006852525525388,0.13680192274329936,0.00025,0.9610969342489158,0.43944939595144406,0.9919973880843779,0.5198616781065949,0.2923172733425039,0.7877348292190417,0.4058839188212842
22,0.9863787675853324,0.5775314252988427,0.1651382683652692,0.00025,0.946539068116551,0.42483220747218725,0.9921421324257302,0.5470047070916775,0.3006852163677722,0.7593062287938278,0.44607634459976603
23,0.9865297308537813,0.5971024867839518,0.15702204102963474,0.00025,0.9338142827021337,0.44342164461196,0.9920708278639127,0.5257590829798605,0.291113561233588,0.7851550383905394,0.4138226456346765
24,0.9869112037451921,0.6093291389731179,0.1349286247143703,0.000125,0.9558214518876202,0.4496933647752863,0.9920254703116628,0.529310423188505,0.303700728226552,0.7636765742723921,0.42329856885217987
25,0.9868561037346325,0.6099040393544509,0.132467358513216,0.000125,0.9574264928830408,0.4496750617317394,0.9917683617203636,0.46599261001148057,0.2749480926885014,0.858739790663255,0.33581089023995186
26,0.9867827799995389,0.6122969845227436,0.1303453854227488,0.000125,0.9615243665412464,0.4517774237072573,0.9919606399747123,0.5141692546616613,0.29715601743850034,0.7815642641708914,0.3990658964730997
27,0.9869939795637552,0.6023326704723645,0.14724688667111693,0.000125,0.9507543465732473,0.44697179033758894,0.9919152797850888,0.511316407043322,0.3060070661316931,0.7712917327880859,0.4005968016860759
28,0.9870117971327452,0.6017964714478734,0.15537537753054526,0.000125,0.9381604110245156,0.4507989917049366,0.9920081965691221,0.5142902663323732,0.2937513811398396,0.7887616922370101,0.399546216019487
29,0.986800339897122,0.608321370144861,0.1334924051719429,6.25e-05,0.9607426555810776,0.447520265405157,0.9919260798302372,0.5035339636085308,0.29181495177007355,0.7983859160305125,0.38499257153114386
30,0.9870309729491715,0.622743589028848,0.12460920636632801,6.25e-05,0.9646666100067375,0.4627873126780037,0.9919455104169592,0.5175387141978847,0.3015653369701014,0.7751647946053901,0.4072997628060062
31,0.9871009189998154,0.6299919152418069,0.12177734406648484,6.25e-05,0.9632465427955695,0.47036349542636785,0.9919519856967757,0.5155457537786096,0.3023001166571558,0.7746842572119383,0.40494594320786736
32,0.9873165709782491,0.6128914010076396,0.13350574711782742,3.125e-05,0.9577637636556035,0.45393195926351887,0.9919455098894845,0.5107514520662021,0.29749448584244315,0.7852182388305664,0.3968977616951529
33,0.9873627519185564,0.6028573829351009,0.1461889232154441,3.125e-05,0.9556354790662243,0.4484146462209457,0.9920016732891049,0.5184388224002534,0.2961631222108824,0.7816787678583533,0.4054201435198826
34,0.9872532381420642,0.6212210845103306,0.12844006915008072,3.125e-05,0.9605450986233433,0.4618733142857003,0.9919390293349207,0.5055440247586344,0.28976270055348896,0.80053935747231,0.38710053515645254
35,0.9870824220433699,0.6259062700303255,0.12093893379236745,1.5625e-05,0.964722139117992,0.46422940795927975,0.9919822448122818,0.5130553957635322,0.2965243965123607,0.7845772747444896,0.39883852743469506
