epoch,conv2d_14_loss,conv2d_17_loss,loss
0,0.6683868989533106,1.0569749074698558,1.7253618056548368
1,0.6128408005761226,0.8100896792123385,1.422930483009535
2,0.5997586404562114,0.7811520807168008,1.3809107218748518
3,0.5874553895197591,0.74825649980934,1.3357118907161556
4,0.5759251907903722,0.7243339810104847,1.3002591695180314
5,0.571303246573286,0.7122486241468416,1.2835518716288252
6,0.5671185675563349,0.7113037621496217,1.2784223297059565
7,0.5613219581681074,0.6779045718465782,1.2392265283358115
8,0.5573066525608227,0.6751216423499685,1.2324282944527485
9,0.5529936114099868,0.6627142939810772,1.215707905498187
10,0.5489738937291877,0.6484736033304824,1.1974474966791993
11,0.5489505911204385,0.6484309676582115,1.197381558782344
12,0.5410990504622755,0.6290851766866922,1.170184227991175
13,0.5404294091223725,0.6201829143684869,1.1606123240560249
14,0.5394252213618516,0.62728791556473,1.1667131364316
15,0.5334703860805362,0.6174612123820234,1.1509315981448849
16,0.5303107191266905,0.603457111420168,1.1337678318397209
17,0.5276556838013834,0.6099062447404294,1.1375619303074933
18,0.5268236195385072,0.6090343903138842,1.1358580061511114
19,0.5286863919644883,0.6210185403043998,1.1497049337870777
20,0.5193788772416575,0.5947634986480334,1.1141423740833776
21,0.5233943623721038,0.5987255425960284,1.122119903328044
22,0.521450282561643,0.5967446924304985,1.1181949745858135
23,0.5140658666961077,0.5819327299643343,1.0959985963353793
24,0.5147714688154985,0.5823052867094538,1.0970767571244078
25,0.5121960831740497,0.5731341881501125,1.085330270958467
26,0.5067114814059476,0.5750126999885539,1.081724180552294
27,0.5086524800374831,0.5741838502208667,1.082836329671021
28,0.5067620439936042,0.5748415554573055,1.0816036002377087
29,0.5064622820989886,0.5829842964544648,1.0894465785128207
30,0.5048113794213306,0.5632816233668047,1.0680930033496068
31,0.5012642032271514,0.5679971021320717,1.0692613056288773
32,0.5020893323994771,0.560883726405666,1.0629730598431266
33,0.5015219525056838,0.5655163509136801,1.0670383035338746
34,0.4985470790111256,0.5653520301593875,1.0638991086035006
35,0.4983511155468435,0.5556455593764871,1.0539966724004022
36,0.5002117512482609,0.5625705360686596,1.062782288631946
37,0.49288224243089357,0.5453002803603877,1.0381825221430032
38,0.49197738541195046,0.5481844965145029,1.0401618844309122
39,0.49654525604115657,0.5564714789420115,1.0530167345546766
40,0.49889059801413743,0.560502447719821,1.05939304677933
41,0.4905183696486776,0.5395644291622188,1.0300828000077176
42,0.49129051918669037,0.5466250750944055,1.037915594724363
43,0.4908762278093462,0.5481223350535778,1.0389985625674125
44,0.48876296371650035,0.5461751239380744,1.0349380880165762
45,0.4937131938570256,0.552010125204012,1.0457233181671157
46,0.4915515133574509,0.5440668715519602,1.0356183846102058
47,0.48665039496192497,0.5390509654300072,1.0257013606505045
48,0.4868886036097442,0.5334164933197618,1.0203050960392779
49,0.48498725306000756,0.5307273472011473,1.0157146007930753
50,0.4869416039298535,0.5298296871106105,1.0167712903755635
51,0.4862280228555232,0.5355661564133045,1.0217941802033825
52,0.48818656644078845,0.5387247977284257,1.0269113637813554
53,0.4852825602979192,0.5339342680827603,1.0192168271062867
54,0.4829381934829319,0.5204945092094553,1.003432703626942
55,0.4848638566697536,0.5312242092334757,1.016088067628277
56,0.48261564535614754,0.5257882963926944,1.0084039417894748
57,0.48074260846068495,0.5299341846248213,1.0106767936691412
58,0.48246197781470607,0.5318878359195024,1.0143498150381525
59,0.4835879610325951,0.5258982430480469,1.0094862052516058
60,0.48022717293619693,0.5170494296473032,0.9972766034367891
61,0.47640142839145233,0.5255690075652872,1.00197043723852
62,0.4808412916186309,0.5295579835115002,1.0103992753296012
63,0.4826466151257819,0.530947550566083,1.0135941657915999
64,0.4776056825848694,0.5197779306856547,0.9973836133665653
65,0.4762812420526352,0.5160031415185954,0.9922843844688465
66,0.4800858356660702,0.5153296865397269,0.9954155243796526
67,0.4775890563464602,0.523441882858521,1.0010309397553712
68,0.4766494371717261,0.5131899720047687,0.9898394077026318
69,0.47481282308778966,0.5165498457077002,0.9913626680530175
70,0.473980261538368,0.5079212378956152,0.9819015000619449
71,0.47533579870327075,0.5214017801001543,0.9967375775936753
72,0.4722654278407194,0.506954724223057,0.9792201543244384
73,0.4760438611026323,0.5250510569434681,1.001094918027631
74,0.4826075072683316,0.5263431619189728,1.0089506682158107
75,0.4707388573491934,0.5051304335250202,0.9758692914504608
76,0.47092038206848463,0.5051433076850246,0.9760636884089324
77,0.47355011470493963,0.5073214135269866,0.9808715275448623
78,0.47246093592196925,0.5140729251478826,0.9865338600503376
79,0.47346813319990644,0.5118597725985307,0.9853279059424989
80,0.47081832032896354,0.5090164689658359,0.9798347900631289
81,0.47185355687886105,0.5026393397852047,0.974492897240313
82,0.472172103249678,0.5145147659058138,0.986686870108516
83,0.4706095623449932,0.49962774105277696,0.9702373034420968
84,0.4701612241266976,0.5098120609374996,0.9799732840705403
85,0.46663847493250654,0.501017469068713,0.9676559457225733
86,0.47157739020836015,0.5094928325375059,0.9810702205590819
87,0.4676551474576902,0.4994563378087057,0.967111485366131
88,0.4702762146662767,0.5052466388269113,0.9755228561343211
89,0.467652468617505,0.505589611045222,0.9732420784326609
90,0.46868531631253174,0.5032512382315596,0.971936555002134
91,0.47198906622136294,0.5121526811373488,0.984141748378226
92,0.467070735617918,0.49927792441788793,0.966348659862193
93,0.46856348660539504,0.4987362870299172,0.9672997727746353
94,0.46588550570818477,0.5004780247630196,0.9663635311471866
95,0.4688296234128968,0.5050183462369661,0.9738479690736157
96,0.46672441708787454,0.5013445384900169,0.9680689548465008
97,0.467727062781376,0.49896479076089456,0.9666918525319911
98,0.4663929987733885,0.4960637625508162,0.9624567626133731
99,0.4670014042457142,0.5004644301093387,0.9674658351270764
