epoch,classifier_out_loss,loss,regressor_out_loss
0,0.7313346336782718,1.8416377036478122,1.1103030681780026
1,0.6802793624794714,1.5555652486669231,0.8752858865420654
2,0.6713563802222184,1.522215354483968,0.8508589721783943
3,0.6630939992867784,1.4998752965038227,0.8367812985597741
4,0.6582698429286864,1.484529141866753,0.8262592993148435
5,0.6553740509678128,1.46576951787681,0.8103954682314106
6,0.6514829796141898,1.462444634619596,0.8109616544439348
7,0.6453039924520398,1.454233701239734,0.80892970680038
8,0.6457603769132153,1.442856140401497,0.7970957642418356
9,0.6452515486980583,1.437925656065234,0.7926741051619219
10,0.6425720079735948,1.4331530422400767,0.7905810361577547
11,0.643632897304673,1.4272481691855041,0.7836152695167402
12,0.6417480286655889,1.4286868130150088,0.7869387856201187
13,0.6425821453140819,1.4202445980695195,0.7776624488990143
14,0.6436470894454196,1.4281072566340214,0.7844601684962397
15,0.6416086254878747,1.4221277624649404,0.7805191391712377
16,0.6428315466030671,1.425450818752616,0.7826192702287249
17,0.6432505605477299,1.4192065538660275,0.7759559940533822
18,0.6417285259489854,1.4129502254366935,0.7712216989188485
19,0.6427030532030287,1.415437644344778,0.7727345923607338
20,0.6400505872309414,1.404208082607848,0.7641574952143753
21,0.6400944030574482,1.402002187075447,0.7619077817868879
22,0.6495149538667118,1.4202903282187278,0.7707753743520159
23,0.6485606282136791,1.4116777544513337,0.7631171239252781
24,0.6447450130010632,1.4087680478348965,0.7640230342723617
25,0.6470270444688433,1.4167381630832745,0.7697111191241884
26,0.6434934044688069,1.4132532001310016,0.7697597958321138
27,0.6422658553499364,1.4059825437637503,0.7637166864486632
28,0.6415621660165877,1.399808894364504,0.7582467303906387
29,0.6430228666970798,1.4043981953014757,0.7613753269569201
30,0.6459674533783474,1.4081989809848556,0.7622315264355445
31,0.6479636159460912,1.4116918114547277,0.7637281939867527
