epoch,acc,f1_2,loss,lr,precision,recall,val_acc,val_f1_2,val_loss,val_precision,val_recall
0,0.7598550177253454,0.17088898681763526,0.8291110119460958,0.001,0.13969231175106284,0.5636076223335963,0.9475615947647432,0.22886714431564364,0.7711328494865283,0.1586987327421661,0.4263579615976958
1,0.9774507474055333,0.47723011537331395,0.5227698834069008,0.001,0.4996474636636213,0.5403102406226428,0.981797464653454,0.2586695600663666,0.7413304442852999,0.6686031338387886,0.16376665392808154
2,0.9825736518982238,0.5747820870802466,0.42521791489778366,0.001,0.6281527375752947,0.5758663634810828,0.9797903394277117,0.3755527881130708,0.6244472075352626,0.45995437914291315,0.32033027800838504
3,0.9829412155446753,0.5712277594030695,0.42877224034967676,0.001,0.6247176924901726,0.6141832310014066,0.9814755542088399,0.3740936182768999,0.6259064115254225,0.563211499325997,0.2888984565450027
4,0.9866820447212827,0.6478800019331737,0.3521199980668262,0.001,0.6923152166130269,0.6352957874800251,0.9830441037110523,0.3471757933101823,0.652824196140323,0.7314618440855921,0.23552697626626598
5,0.98828652026379,0.6540540746882954,0.3459459239930178,0.001,0.7162319751439896,0.6368051115917949,0.982264150032955,0.2338141702708945,0.7661858464764283,0.8856739153904197,0.1379520060016518
6,0.9864061756999092,0.6300532178277463,0.3699467828315971,0.0005,0.7129997195659485,0.615274762289714,0.9832104655493678,0.3719367172602004,0.6280632889376278,0.7377871164178427,0.2577487085245352
7,0.9888097751984554,0.6957690383480714,0.30423096165192864,0.0005,0.7421169006718998,0.6794868465018483,0.9832364062292386,0.3896753770851456,0.6103246291126825,0.7234138250350952,0.27828087222523396
8,0.9894615807364472,0.7147069417261642,0.28529305874773886,0.0005,0.7345717751742464,0.7078811953594265,0.9829274368497123,0.4266301237903865,0.5733698954624412,0.6327690450491104,0.3273681690998837
9,0.9899432453434024,0.7250798641316658,0.27492013652767755,0.0005,0.7601911525810714,0.7054363524755546,0.9836944394407019,0.3942888913165152,0.6057110919361621,0.7608521258936519,0.27276842006012403
10,0.9898269846376064,0.7215904001377326,0.27840959999413617,0.0005,0.7649377337203617,0.7046920729685674,0.9819681538944751,0.4924956438815699,0.50750435611843,0.565532380500726,0.442678943408274
11,0.9898473699535943,0.7208508439032377,0.2791491567561057,0.0005,0.7642017960284664,0.7061815289533244,0.9838262311125223,0.4313658776536452,0.5686341223463548,0.7414155676301601,0.3149584051782051
12,0.9903343021869659,0.7173795387214792,0.282620461113685,0.0005,0.7493046819916473,0.7025458970626371,0.9836620329755598,0.3819404922227944,0.6180594990738725,0.7954800028716569,0.261082050810873
