epoch,acc,loss,val_acc,val_loss
0,0.9676361240213609,0.4120874735532975,0.975978331096529,0.3372332512675308
1,0.978309162059074,0.27007272321051046,0.9778030419537401,0.2761088530285152
2,0.9811853182130867,0.23063703317796938,0.9818484713524346,0.23535923726915375
3,0.9824417665867183,0.2130000855196571,0.9800660524781295,0.2767798998224454
4,0.9833051085594161,0.202276549255171,0.9830567944143701,0.21378532343962062
5,0.9837745653885391,0.1946845289768361,0.9809904035808533,0.23273397015774344
6,0.9845216728114909,0.1867757079835444,0.9837876015573036,0.19920135385408178
7,0.9847315920237679,0.18286287484135583,0.9841660771782943,0.20080027461990596
8,0.9853356415393401,0.17366849745672838,0.9843591596948819,0.1912323251108485
9,0.9852450766544263,0.17758908152176545,0.983847886915282,0.1889187354553403
10,0.9856257087519443,0.17328715453966964,0.9848352146524144,0.2011201297767519
11,0.9857076305549539,0.17181703237282853,0.9854297643383657,0.17737114936348022
12,0.9858360846342886,0.16728490687284148,0.9855586399055841,0.18174310235526617
13,0.9864052253285102,0.16040937598881838,0.986247385637028,0.1660850031357112
14,0.9865068320149445,0.158940189014488,0.9861114357775591,0.16635410413967344
15,0.9866797994082017,0.1570695669686521,0.9856155418974208,0.1746710926716722
16,0.9869896861017243,0.15298135604803567,0.9865441221327294,0.16445567669830924
17,0.9866900143965479,0.15768850384391725,0.9860461521336413,0.1644220191850437
18,0.9871410794395945,0.1510868396610315,0.9861342734990157,0.16686561490607074
19,0.9872120411609903,0.15048299389598294,0.986651005744934,0.16214343001523357
20,0.9869885852865096,0.15322813106031974,0.98654550623706,0.16228498680385078
21,0.9874549704085488,0.1494645178200664,0.9867003721702756,0.16026542586604442
22,0.9877644004320041,0.14156037819726341,0.9865841842636349,0.16707753789706492
23,0.9870954797316173,0.15245784010635152,0.9855195773304917,0.16776357048139798
24,0.9876870597508269,0.14389880098601424,0.9870249446545999,0.15240601697305994
25,0.9877340102407927,0.14407178243426927,0.9862821419783464,0.1663015122676459
26,0.9874438853435482,0.14627393501578725,0.987097840797244,0.15350544278077252
27,0.9881938769985036,0.13761657697061408,0.9872968442421259,0.14851587575251662
28,0.988190454376526,0.13854880734598618,0.9851714751664109,0.19213950042649516
29,0.9877803310067708,0.14358598382546037,0.9872379429697051,0.15151548995746403
30,0.9879567883207524,0.14010162819480582,0.9871316744211152,0.15677982668238363
31,0.9879738485530539,0.14268511814931026,0.9874424827568175,0.1488121705731069
32,0.9880174581409487,0.13948556338369053,0.9865849532855777,0.1606803694672472
33,0.9879280325276764,0.14178048609992486,0.9875382935156034,0.1478371533821887
34,0.9885109310085551,0.13442986583938804,0.9859500338524345,0.16505072672536053
35,0.9882062455467457,0.13849533432777017,0.9873775067855054,0.14679778307441652
36,0.9880096707145388,0.13984140740367026,0.9874272575716334,0.15191151795424815
37,0.9883609509443668,0.13583793116806342,0.9873168368790093,0.1497451953812847
38,0.9887299788151237,0.1289823318434727,0.9877749753937007,0.14472345155055127
39,0.9882009962444992,0.13713592777686334,0.9861391948151776,0.16974985167736142
40,0.9883293301475004,0.135079295417216,0.9874911571112205,0.14890706942776058
41,0.9887782752800243,0.13025356185917894,0.9875771254254139,0.14487399840918114
42,0.988528577701364,0.1361817482738896,0.9870514733209385,0.15103369603945516
43,0.9881359375846042,0.13993245398912824,0.9874756243472963,0.14776751416874684
44,0.9887222731086206,0.13080924318429568,0.9837175504616865,0.19466774598820002
45,0.9885429988613821,0.13208930172431635,0.9876715520235497,0.14381262353086097
46,0.9887305316262577,0.13134145081357768,0.9876542507945083,0.1453807568737841
47,0.9884812714894512,0.1337350014064071,0.9878076555972963,0.14357119505799662
48,0.9890283285806317,0.1272663087453149,0.9877790507744616,0.14137391617917638
49,0.9888606777883678,0.12913963701196043,0.9877236866012333,0.14590089490094524
50,0.9889666829286077,0.12792047136476062,0.9863588828927888,0.15562923269947682
51,0.9889935831990948,0.12782948836478847,0.9876938515385305,0.147303153604973
52,0.9892091170496722,0.12336211182183522,0.9866805333978548,0.1596023294306177
53,0.9891046790088209,0.12529607549881272,0.9877353745745862,0.14564231076578454
54,0.9890240358819997,0.12799880409687628,0.9856230776704202,0.17233620221220602
55,0.9880808535603883,0.14209299724740646,0.9871886534578218,0.14973514316588876
56,0.9888635331780514,0.12979221513930989,0.9879480653484976,0.14204802729013397
57,0.989419190087656,0.12149630845733785,0.982417492040499,0.2224810556163938
58,0.9891688820132216,0.1244463859707049,0.9878862420217259,0.1408200437440647
59,0.9889457337901547,0.12890383551662865,0.9877349132252491,0.14410821351479358
60,0.9891310793457608,0.12670682352471935,0.987854792133091,0.14349362439057958
61,0.988948372862438,0.1278530475501236,0.9873445188905311,0.15772975127528033
62,0.9891405059773594,0.12597872945767946,0.9878266485657279,0.14083362329663254
63,0.9888655088769739,0.1315437689619552,0.9879479115403543,0.14192530585086252
64,0.9892614274041112,0.12548958122932113,0.9816366265326973,0.23862711095434475
65,0.9891315119805614,0.125959282063345,0.987673551322907,0.1436861208480174
66,0.9895214601474511,0.12091257687749905,0.9879026206271855,0.14582226052997618
67,0.9893292116632497,0.12488517125516442,0.9881761349280049,0.14382754419732283
68,0.9893715425749562,0.12363149582367954,0.9880368786909449,0.14066284421860703
69,0.9893135406693634,0.12499440101278929,0.9875467519685039,0.14790863904427357
70,0.9893262649395527,0.12249490951303141,0.987958753709718,0.1450496804244875
71,0.9892699647308419,0.1257896075532635,0.987952448383091,0.14140149005754726
72,0.9895083513129947,0.11983045179599607,0.9878155757686284,0.1470564376838564
73,0.9892717529546842,0.12383606485131125,0.9861337352362205,0.16976724909985158
74,0.9893037823510844,0.12431323488856935,0.9881290754746265,0.14024541372389304
75,0.9897031956059994,0.11761092919481639,0.9878258796564238,0.14002543700961617
76,0.9897113291402496,0.11965390828835586,0.9882617956071388,0.1377418299922793
77,0.9897465888764939,0.11815933618074591,0.9876635550513981,0.14418384405571644
78,0.9896111020781237,0.12126079556359319,0.9878883181594488,0.14076333888872403
79,0.9891292767007586,0.1261245679261976,0.9878061945795075,0.1457150970293781
80,0.9894514069591365,0.12150058500727509,0.9851547121438454,0.1815243453491391
81,0.9893361963117517,0.12297480723853561,0.9880090428525069,0.14164494538870384
82,0.9895010734342389,0.12194731324321972,0.9883543768642455,0.1369528513630544
83,0.9897186502824855,0.11837549180771184,0.9876077294725133,0.14664454015221182
84,0.9891863364238969,0.12720327604715492,0.9879728254370802,0.14342522690615317
85,0.9896282392232786,0.11897326851300465,0.9884644900907682,0.14037392912887212
86,0.9897817476646181,0.1187396307737797,0.9877310684909971,0.15545278087375672
87,0.989508625315035,0.1219974601232152,0.9883524544971196,0.1372620345100643
88,0.9896492268181584,0.11933237409050881,0.9879864357963322,0.13824464972563616
89,0.9898646404924022,0.11745443950725032,0.9870031833836412,0.1513431829918088
