epoch,acc,f1_2,loss,lr,precision,recall,val_acc,val_f1_2,val_loss,val_precision,val_recall
34,0.9786630802977402,0.0008915658178430182,0.9985156626300474,1e-05,1.0,0.00044614530595501605,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
35,0.9786630831988512,0.0008276544069094517,0.9986224493621725,1e-05,1.0,0.0004142527804291185,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
36,0.9786630808252149,0.0013830410333327636,0.9977145922922455,1e-05,1.0,0.0006960799067450658,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
37,0.978663078715316,0.005461612123809549,0.9938517067812186,1e-05,1.0,0.0049442280173653,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
38,0.9786630837263259,0.000926192962168922,0.9984689265225841,1e-05,1.0,0.00046608749893236397,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
39,0.9786630837263259,0.0007749885881878024,0.9987094011981931,1e-05,1.0,0.00038773086457976876,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
40,0.978663084517538,0.001033612224196117,0.9982809651214465,1e-05,1.0,0.0005176367888621681,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
41,0.9786630802977402,0.0009946074200004949,0.9983456171719374,1e-05,1.0,0.0004980495912089853,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
42,0.9786630837263259,0.0012363476081971754,0.997948721974297,1e-05,1.0,0.0006203032013395105,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
43,0.9786630813526896,0.004958642017396591,0.9924635322748032,1e-05,1.0,0.002681163481707876,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
44,0.9786630824076391,0.004982385960684685,0.9924252990600282,1e-05,1.0,0.0026933422732729447,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
45,0.9786630813526896,0.0008085233069733774,0.998653587250583,1e-05,1.0,0.00040451519517588586,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
46,0.9786630805614775,0.02328665476174926,0.9759456320146543,1e-05,1.0,0.022706975177508897,0.9803542384004171,0.0009217416492612225,0.9984650369239064,1.0,0.00046115921886505937
