epoch,conv2d_14_loss,conv2d_17_loss,loss
0,0.6454970029893344,1.0033642283142588,1.648861234295646
1,0.5723543557780298,0.7480254005613041,1.3203797560253532
2,0.5379142917260475,0.7147296038767933,1.2526438960830468
3,0.5117331721372514,0.7011116993312028,1.2128448721850693
4,0.4928644238927309,0.6968080195375286,1.189672447042886
5,0.4729219516078966,0.6865851859394488,1.159507135678236
6,0.45760020222117775,0.6744585684863098,1.1320587695088196
7,0.44491321749774665,0.6584209974118254,1.103334212752339
8,0.4359627749935258,0.6487864420726622,1.0847492170144735
9,0.42395109473092757,0.6469091490653551,1.070860244743766
10,0.4171678745988932,0.6344470906860472,1.05161496501898
11,0.41087008562783056,0.6406139576078997,1.0514840429291372
12,0.4078976703151122,0.6312926334020048,1.0391903034105239
13,0.3953665689069798,0.6250168805610412,1.0203834494920314
14,0.39564076998355546,0.6345116187941632,1.0301523902183367
15,0.3869891369112305,0.628185045031344,1.0151741823821476
16,0.38435885976551193,0.6205298068665843,1.0048886666099328
17,0.38142411059888803,0.614731491709116,0.99615560203835
18,0.37985774208309037,0.6237200390312951,1.003577780179831
19,0.37497935439314534,0.6138016011512363,0.988780955394779
20,0.37010915275251266,0.6148185536198884,0.9849277066605246
21,0.36785741702246677,0.6145974347939512,0.9824548509077206
22,0.36460069597624406,0.606583761726356,0.9711844575954772
23,0.36831487989331096,0.6181622411304024,0.9864771209793867
24,0.36185658501113,0.6071914694113606,0.9690480546071852
25,0.3602674759787738,0.6128296110655301,0.97309708728256
26,0.3547293911431766,0.6068884197162648,0.961617811250994
27,0.3603304539154707,0.610745646166636,0.9710761018921139
28,0.3552124543123808,0.6076749856512205,0.9628874412490758
29,0.3530086791036622,0.6043723792218163,0.9573810584898567
30,0.35106439409010115,0.6089194599071764,0.9599838539049302
31,0.3486284017267355,0.6009770371453873,0.9496054392849151
32,0.34890823081748934,0.6025414479841942,0.9514496784489168
33,0.34816325372791435,0.6021610201993495,0.9503242744628781
34,0.34870049134303155,0.5984495989368821,0.9471500909263448
35,0.3431337677906454,0.5965155103476141,0.9396492794532851
36,0.3464996583637886,0.5964936881068028,0.9429933452109742
37,0.3431466121335519,0.5957303706262894,0.9388769844645726
38,0.34600480768901615,0.5997885427741083,0.9457933504391142
39,0.3428116971215932,0.5986916124229686,0.9415033118347751
40,0.3417831800866966,0.5988139655823363,0.9405971451389594
41,0.3389742427021191,0.5956421150360949,0.934616357427927
42,0.33944724202451576,0.5958303574991658,0.9352775994922835
43,0.3352695713258345,0.5925113461545983,0.9277809183374158
44,0.3372396065506772,0.6015468734507226,0.9387864793475807
45,0.3357786454951107,0.5987651860641559,0.9345438324938213
46,0.33596960376499313,0.5876857009954126,0.923655304065954
47,0.33577085294874814,0.6004055650497523,0.9361764175146006
48,0.3341170456897639,0.5873474343081897,0.9214644816232661
49,0.33522003522649757,0.6021919513290243,0.9374119859257132
50,0.33168219261141063,0.5896065533807594,0.9212887463560184
51,0.332355387652931,0.5920437064167735,0.9243990922098297
52,0.33285413083311466,0.5934017635253939,0.9262558939466397
53,0.3326821222598445,0.5941965395088797,0.9268786619515719
54,0.3296772369844345,0.5888300448504633,0.918507281482131
55,0.3305094061538496,0.5904921696410064,0.9210015763858787
56,0.32788123934352875,0.5865956716900659,0.9144769112810854
57,0.329630990901913,0.5898873968863464,0.9195183881096279
58,0.3263977385122822,0.5835498171495103,0.9099475551963621
59,0.3246040450326866,0.587166055665713,0.9117701011361258
60,0.32734333537980714,0.5868948123163378,0.9142381482391471
61,0.32870192632973044,0.5882922840823203,0.9169942100389676
62,0.3265267248844001,0.5870925999169427,0.9136193256066114
