epoch,acc,f1,loss,lr,val_acc,val_f1,val_loss
0,0.9802277760741699,0.38178014770468566,0.16043052123620902,0.001,0.981142883262287,0.4124343985290472,0.0888234138843681
1,0.9832397013248277,0.4882852845897482,0.07630080459031274,0.001,0.9833331599099576,0.5086484947770264,0.05883478273384953
2,0.9841713696067242,0.5268993922174514,0.060700236314257174,0.001,0.9840884363952951,0.5404301504560262,0.053048559498107134
3,0.9847974741200551,0.5558413629620358,0.051461749265770754,0.001,0.9858307449265906,0.6126407572019964,0.05575983169820592
4,0.9853637200729263,0.5759917619562399,0.04595903388955155,0.001,0.9856714367607158,0.6048737226394694,0.04216549314748759
5,0.9855761192853122,0.5864079071411518,0.0441253228408841,0.001,0.9855968210891829,0.602068489282849,0.040845021832430196
6,0.9858512851389325,0.5942233349099431,0.041838044107484144,0.001,0.98560301377494,0.6005310972886548,0.03862447810585278
7,0.9862722037690411,0.6136280065793517,0.03834124834359841,0.001,0.9869120299208687,0.6502808428064567,0.03556235696829076
8,0.9862906796510205,0.6111444721935247,0.038939697117390634,0.001,0.9853378360410415,0.5915909553671653,0.03881139563050833
9,0.9864994163899639,0.6212817481516194,0.03743186587168804,0.001,0.9860370884192272,0.6199751222555435,0.0367983149715023
10,0.9865621976034595,0.6232541116244439,0.03784694959936398,0.001,0.9859504804883669,0.6127546640123874,0.03592449727643195
