epoch,classifier_out_loss,loss,regressor_out_loss
0,0.6426677946176751,1.419188113926541,0.7765203202323389
1,0.6414883038048468,1.4135778384688589,0.7720895376782283
2,0.6466037957870434,1.415834765299512,0.7692309677911148
3,0.6446467437068011,1.4032218615844454,0.7585751158090647
4,0.6439497374519004,1.4009017308986476,0.7569519946878951
5,0.6325109121405847,1.3776479796365635,0.7451370660922997
6,0.6319746969948326,1.372974917536392,0.7410002208740095
7,0.6271662135554471,1.3654772831061481,0.7383110700161314
8,0.6300274973525585,1.3691487067633474,0.739121212801782
9,0.6251015037253875,1.3629925126596791,0.7378910123031212
10,0.6270390625453905,1.3620669186617633,0.7350278563601698
11,0.6270266232599288,1.361545196546442,0.7345185763893827
12,0.6271383517676199,1.3621675942756188,0.7350292398188454
13,0.6202277786435026,1.3459372127712157,0.7257094349699205
14,0.6171764139497877,1.3439845065403884,0.7268080907658179
15,0.6155532710198784,1.3402137449606846,0.7246604739925208
16,0.6161107255730466,1.3397318471701476,0.7236211221918175
17,0.6154757323806452,1.3421453871109963,0.7266696528464659
18,0.6140095321152195,1.3374620484549278,0.7234525179687147
19,0.6133145457101329,1.3375609418987695,0.724246397411315
20,0.6136527088058427,1.3366717285133554,0.7230190191829802
21,0.612301349935404,1.3326786265375594,0.72037727665387
22,0.608847592511742,1.3299264475799282,0.7210788567526009
23,0.6118987990773191,1.3348329651160706,0.7229341630947194
24,0.6088975455776322,1.330921189171522,0.7220236441627492
25,0.6090148470752832,1.3326191563504606,0.7236043103427123
26,0.604269805555008,1.3216862905480569,0.717416487903836
27,0.6041445386959411,1.319584796082341,0.7154402563742736
28,0.6046603093007796,1.3222555875128073,0.7175952776431683
29,0.6035167140185271,1.319704452362401,0.7161877345576343
30,0.601394067203047,1.3187714843508862,0.7173774165605104
31,0.600882970021985,1.3182784398121,0.7173954679210055
32,0.6006203831040038,1.3170487041454475,0.7164283216620178
33,0.6008445771543118,1.3178682823729622,0.7170237043247284
34,0.6003261906236602,1.3168131273219534,0.7164869391510377
35,0.5991968501010152,1.3156199902665455,0.7164231389243826
36,0.599956642919445,1.3146281200999013,0.7146714763456368
37,0.5984703272241262,1.3124663171995141,0.7139959894804063
38,0.6004086926424332,1.3179697933088272,0.7175611014642749
39,0.5973192407284624,1.3148984907875572,0.7175792493757247
40,0.5981243091700511,1.3152214871755494,0.7170971820909432
41,0.5968672157397764,1.3144786635660333,0.7176114484837697
42,0.5975011313203897,1.3126000988347493,0.7150989684969349
43,0.5984239421330529,1.3128736677238357,0.7144497230937118
44,0.5957963316228996,1.3108654151059758,0.7150690828625023
45,0.5971349810513755,1.3121999190713016,0.7150649370779835
46,0.5956200528511271,1.3112447796094873,0.7156247254137834
47,0.5952402420663337,1.3077747656912513,0.7125345246222685
48,0.5958482375166235,1.3097707277249746,0.7139224898241863
49,0.5955518789674364,1.3128369876401047,0.7172851066040886
50,0.5943216168177146,1.3088531390120621,0.7145315238122723
51,0.5964410948646973,1.3123281787809429,0.7158870844777173
52,0.592787555910658,1.307920773045876,0.7151332145457996
53,0.5927829280842869,1.308680578393988,0.7158976511297452
54,0.5947459714508435,1.3073568064266936,0.712610834983238
55,0.5943184541663027,1.307484099045802,0.7131656445101103
56,0.5910954671031363,1.3016654757739414,0.7105700073853305
57,0.5903664428406442,1.3039613669026175,0.7135949221042105
58,0.5897800500403553,1.3030576159827592,0.7132775649450531
59,0.589645389495182,1.3003831493659486,0.7107377610823632
60,0.589945646046292,1.3026437985465618,0.7126981538891733
61,0.5889214860015892,1.3001548006325354,0.7112333145570684
62,0.5879518211508483,1.2985342589119726,0.7105824383225958
63,0.588758448296747,1.2996365986191878,0.710878151208975
64,0.5881091766742769,1.2987585477327792,0.7106493703308056
65,0.5886655234734965,1.3013635766228415,0.7126980559640907
66,0.5872626187012937,1.2979379000495908,0.7106752801367003
67,0.5867501870204035,1.2952373617642223,0.7084871752609637
68,0.5861047258693863,1.2944025373955321,0.7082978105657338
69,0.5860796785910176,1.2932157061982994,0.707136027123382
70,0.5848089889777907,1.2922311128515622,0.7074221234009535
71,0.5851610442110968,1.2939041082257379,0.7087430640146409
72,0.5842015300875084,1.2946397273269807,0.7104381982072723
73,0.5847724654855383,1.2924649020971848,0.7076924359504397
74,0.5850482251777706,1.2925186329214184,0.70747040828665
75,0.5834749822694593,1.294811234446995,0.7113362524213328
76,0.5834702065396439,1.2924610409455306,0.7089908355140544
77,0.5829630091926753,1.2922178236753799,0.7092548132969652
78,0.5833496251907689,1.2933019045620315,0.7099522781448904
79,0.5834465464212307,1.2921511147597904,0.7087045678140269
80,0.5826604293606692,1.2919212178422723,0.7092607869818829
81,0.5830918497890308,1.294987315048838,0.7118954655700943
82,0.582588687354406,1.2916687421415722,0.7090800541333474
83,0.5836139311870845,1.2938754555017096,0.7102615243885029
84,0.5825260105733536,1.2917198429736514,0.7091938334419754
85,0.5839245085912467,1.296408374266986,0.7124838691258347
86,0.5823780044093247,1.2897025842624072,0.7073245789148338
87,0.582294214315561,1.2906434324394078,0.708349216402493
88,0.5825866250987093,1.2915794270488965,0.7089928034868462
89,0.5815077151883399,1.2907609593826883,0.7092532442017363
90,0.5809049266485159,1.2863798768850145,0.7054749506502147
91,0.5810526589917026,1.2899560278219697,0.7089033669611576
92,0.5825389252775189,1.290242614932857,0.7077036881630056
93,0.5820174284305204,1.2891659215351232,0.7071484937177889
94,0.5811965167374675,1.2889430661513537,0.7077465513716491
95,0.5810199452025735,1.285630820999656,0.7046108769348014
96,0.581966018316234,1.2883732611434437,0.7064072411280193
97,0.58270854322285,1.2891356654254646,0.7064271218406132
98,0.5816682451245332,1.288710592876996,0.7070423489049572
99,0.5799220539167723,1.2881960711032374,0.7082740141574735
