epoch,conv2d_14_loss,conv2d_17_loss,loss
0,0.6387587365728837,0.20831647176140297,0.84707520722791
1,0.5475982221188369,0.10259546230297052,0.6501936843825711
2,0.5053045449433503,0.08825529228154294,0.593559836982577
3,0.4800523223700347,0.08261788479328432,0.5626702079618419
4,0.45296859597718275,0.06683330291890781,0.5198018989629216
5,0.4392059791971136,0.0700961127614223,0.5093020921228109
6,0.42093665605341946,0.06344591731343556,0.4843825731840399
7,0.41409681251755465,0.06294863490706862,0.477045447613906
8,0.3970253942741288,0.05817622020150776,0.4552016145653195
9,0.39236154186504857,0.06174798976093438,0.45410953175138546
10,0.38030546688371236,0.05323874734436955,0.4335442146079408
11,0.3801559060260102,0.05681417514354473,0.4369700810423604
12,0.3691917029795823,0.05250110810243145,0.42169281077329757
13,0.3629056830649023,0.0520128195273207,0.4149185023374028
14,0.3602055090996954,0.05471444821493976,0.414919956828709
15,0.35623330694657784,0.050488310964795315,0.40672161824725295
16,0.3511655918425984,0.0518688559941775,0.403034447575057
17,0.3551331043243408,0.057182855179740325,0.412315959331614
18,0.34367339103310196,0.04889186010264826,0.3925652516108972
19,0.34531967855162093,0.052625365239240364,0.39794504395513625
20,0.33936205716044815,0.04953781506822755,0.38889987220366795
21,0.33573182048621003,0.048262957447743116,0.3839947778593611
22,0.33808839155568016,0.05069142910738096,0.3887798208191439
23,0.3325036749243736,0.04894621143574585,0.38144988631484683
24,0.3298121926409227,0.04827383477844436,0.3780860278617453
25,0.32680350050882057,0.047199341711691684,0.3740028427430877
26,0.3274814154262896,0.048934579939534026,0.37641599532906656
27,0.32611801315236977,0.04903690308953325,0.3751549161694668
28,0.3222298738029268,0.04576092612804603,0.3679908002140345
29,0.32012031299096566,0.04655479420336498,0.3666751071534775
30,0.32185059399516497,0.047173026985600934,0.3690236213720507
31,0.31849585203108965,0.04655047211498539,0.36504632379445767
32,0.3149442594360422,0.04504352963822721,0.359987789026841
33,0.3183377477305907,0.04797140182841017,0.3663091497150836
34,0.31386262233610507,0.0471099104343146,0.36097253296110365
35,0.3127655257229452,0.04513546255356805,0.3579009887313953
36,0.3118533867376822,0.044733325972790935,0.356586712722977
