epoch,conv2d_14_loss,conv2d_17_loss,loss
0,0.6350442559568122,1.0242065677264762,1.6592508234962104
1,0.5548294188544219,0.7693782455275673,1.3242076640566363
2,0.5178393797713076,0.7459897350430423,1.263829115176305
3,0.4867576596908694,0.727273693454643,1.2140313519661083
4,0.46047185764822895,0.7091011629362619,1.1695730225488088
5,0.44209634860790453,0.7107877900506732,1.1528841388863247
6,0.42497090207957805,0.6870722117545043,1.1120431144685203
7,0.4135250653502202,0.6859487461406071,1.0994738102870216
8,0.4054533767648139,0.6835082131417622,1.0889615895771563
9,0.3925142774935893,0.6746977501463421,1.067212029575781
10,0.3825530122851701,0.6669710587026901,1.0495240725088848
11,0.3757851661943452,0.6685946047403667,1.044379770202668
12,0.3715911855083366,0.6584031345184453,1.0299943197176966
13,0.3629792255865955,0.6569840921918703,1.0199633182461605
14,0.360251487082269,0.6568665759938903,1.0171180641091546
15,0.3599831815239644,0.6524555031657544,1.0124386851248783
16,0.35134424809285125,0.6458371357878417,0.9971813828273631
17,0.3464500489583703,0.6491527009356816,0.9956027483445589
18,0.3443783378496961,0.6485067620287817,0.9928850993253778
19,0.3400618927187274,0.6468883902932554,0.9869502818285117
20,0.34306666098827876,0.6540067192720144,0.9970733803334976
21,0.3358333903368904,0.6439416452176772,0.9797750351275419
22,0.33929842463226817,0.6429069080312765,0.9822053314556721
23,0.33298898472015515,0.6499539021134181,0.9829428868783093
24,0.32993717433063224,0.638142623348918,0.968079797598212
25,0.3279045940616766,0.6373397735838157,0.9652443684019376
26,0.32293372025396105,0.624519809271213,0.9474535292282896
27,0.32390841190991965,0.6342795539716478,0.9581879652613635
28,0.3209682115430915,0.6303242647117533,0.9512924769950225
29,0.32422699548271544,0.6378714923327992,0.962098489259268
30,0.3170254776441374,0.6319388598651019,0.9489643362932331
31,0.31567116979688536,0.6314606695318001,0.9471318389260612
32,0.31446080293717865,0.6228619859305792,0.9373227893069842
33,0.31480042668929786,0.6216620694252146,0.9364624943210048
34,0.3148921737894741,0.6279571041359066,0.942849276725642
35,0.3084315049205805,0.6283250233975918,0.9367565280517897
36,0.3113718803923203,0.6282497454987733,0.9396216269078213
37,0.3076416347745204,0.6211324925188739,0.9287741268501011
38,0.3075170393333685,0.6202861791126854,0.9278032204469739
39,0.30861867762548956,0.6196075328239382,0.9282262103070859
40,0.30511194766869193,0.6191247049881772,0.9242366552027552
41,0.30642757093021444,0.6220985460237449,0.9285261180560922
42,0.3049057899083633,0.6224565208873276,0.9273623106391149
43,0.3004910910103519,0.6141493188412493,0.9146404093269698
44,0.30279817272742243,0.6151001352784284,0.9178983070053909
45,0.3026908505301288,0.619246946066195,0.9219377972998994
46,0.30273193062392906,0.6207277819058781,0.9234597116188191
47,0.2993841719809578,0.612458792291419,0.9118429641015665
48,0.2985727002266713,0.6191829357450771,0.9177556358050051
49,0.298325898931016,0.6144566327357852,0.9127825338344647
50,0.2983181790883885,0.6127643655318621,0.911082544506377
51,0.2951561368058342,0.6124553556745165,0.907611493964773
52,0.29879405268154813,0.6110534677302311,0.909847519071732
53,0.2990373580606744,0.6131866191591108,0.9122239764470721
54,0.2956672653100376,0.6180686120952451,0.9137358783894751
55,0.2938328077569279,0.6125129167881173,0.9063457255150033
56,0.291300089924096,0.6095266171840862,0.9008267061809265
57,0.29344316952613764,0.6075812392628154,0.9010244094681271
58,0.29324311662188784,0.5991292966297913,0.8923724121759813
59,0.29182521543388285,0.6150352235855006,0.9068604383015737
60,0.29048193730901944,0.6055766468416233,0.8960585844861628
61,0.2907408431627865,0.6080837005395524,0.8988245438019782
62,0.29252457169726426,0.6040364423538985,0.8965610121600492
63,0.2889006726736585,0.608597974882636,0.8974986484998179
64,0.289550928114283,0.6043539759357293,0.8939049043997667
65,0.28979351914866003,0.604512144921258,0.8943056626871684
66,0.2850528745281644,0.6085630508066525,0.8936159252534788
67,0.2887011159975976,0.602895009955676,0.8915961242756729
68,0.2882745187876006,0.6047518405144197,0.8930263606969706
69,0.28712737202384064,0.6029734981213757,0.8901008712575165
70,0.2866302447548079,0.6005829963019711,0.8872132406256865
71,0.2862928799926974,0.5949822105528323,0.8812750902791471
72,0.28470504316440315,0.6003471302909688,0.8850521728168669
73,0.2864423619998074,0.5987152212287206,0.8851575843143932
74,0.28622126091255373,0.6007767784608503,0.886998040154251
75,0.2866174345714036,0.5983729428432751,0.8849903762698433
76,0.28583647987467753,0.6150344327197911,0.9008709137942073
77,0.283023130295058,0.5945673734986724,0.8775905026488949
78,0.2830783686393213,0.5947822742916513,0.8778606429533407
79,0.28502298188782155,0.6026738051113604,0.8876967888048903
80,0.2832837115208655,0.6011979124472195,0.8844816232482419
81,0.2829057806574101,0.5940278152829467,0.8769335957593792
