epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.9785944116329066,0.7304764894716855,0.26952351053512236,0.9880073956317372,0.8432061548905763,0.1567938451094237
1,0.9895430284808253,0.8746799223822112,0.12532007761778888,0.9913981041451644,0.8951319375930474,0.10486806240695262
2,0.9923687368762075,0.9092846460836498,0.09071535391635016,0.9929418730282644,0.9153074030900559,0.08469259690994407
3,0.9922210901801349,0.9067590236282576,0.09324097634451083,0.9914563699946766,0.8959541505540324,0.10404584944596765
4,0.9937370143373284,0.9260885077501424,0.07391149224985762,0.9943039181113941,0.9308699427815209,0.06913005721847913
5,0.9946739069834264,0.9377367224500716,0.06226327754992839,0.9947477197873662,0.9370586185863143,0.06294138141368565
6,0.9949245113465521,0.9406045883545402,0.05939541164545985,0.9950779023749089,0.941435816082341,0.058564183917659066
7,0.9951417599287298,0.9430575317196679,0.05694246828033213,0.9950193900898187,0.9402458931793246,0.05975410682067536
8,0.9956261875510913,0.9491333654422683,0.05086663455773167,0.9954608887085441,0.9462056051917941,0.05379439480820594
9,0.9957056931868108,0.9503317093313263,0.04966829066867368,0.9954394719056916,0.9455383132424271,0.05446168675757291
10,0.9955930876060884,0.9482691066110867,0.05173089338891339,0.9956865151636085,0.9487076875759147,0.051292312424085294
11,0.9962832747648159,0.9571274320066673,0.04287256799333277,0.9961409989679069,0.9538960141396662,0.046103985860333804
12,0.9962788302211734,0.95706347751905,0.04293652248095002,0.9962240304166113,0.9550812554638288,0.04491874453617118
13,0.9965231983829834,0.9598635106472767,0.04013648935272331,0.9963869234187561,0.9569597094815377,0.04304029051846231
14,0.9963813634338783,0.9582590453805979,0.041740954619402075,0.9955056855204509,0.9461424395616291,0.053857560438370845
15,0.9966165530685968,0.9610032203405747,0.03899677965942531,0.9957742068415497,0.9491016758028527,0.05089832419714733
16,0.9966548504253403,0.9614513568384083,0.038548643161591734,0.9963404793314069,0.9568736624648,0.043126337535200066
17,0.9968819471065238,0.9638611221718684,0.03613887782813164,0.9967251175589729,0.9609837781267556,0.03901622187324435
18,0.9968833587192304,0.9636744370477067,0.03632556295229329,0.9966342768561073,0.9595879944618683,0.040412005538131755
19,0.9966708511135906,0.9613108342371838,0.03868916576281626,0.996289928100611,0.955985038601167,0.04401496139883298
20,0.9970985939453917,0.9662459956057239,0.0337540043942761,0.9967949176915207,0.9617316871445779,0.03826831285542215
21,0.9971049458376671,0.9665389259765197,0.0334610740234803,0.9968336898593875,0.9621468687876623,0.03785313121233767
22,0.9971152580838804,0.9665683332220678,0.033431666777932155,0.9966683854833681,0.9598649173365001,0.04013508266349982
23,0.997060987259648,0.965950357014237,0.03404964298576291,0.9969592189841103,0.9634170205882419,0.03658297941175818
24,0.9972921175043485,0.9687558217900015,0.031244178209998454,0.9969469046122149,0.963544595877678,0.03645540412232193
25,0.9972565858924424,0.9680161245428679,0.03198387545713207,0.9969538419741636,0.9637611159804271,0.036238884019572835
26,0.9971184979536032,0.9664351431467728,0.03356485685322717,0.9959449099256978,0.9508692752460988,0.049130724753901275
27,0.9973349774811875,0.9689862802624702,0.031013719737529755,0.9965868058957552,0.9586764715655506,0.04132352843444947
28,0.9974825225596191,0.9708360388373946,0.02916396116260548,0.9970092536848888,0.9644580653797813,0.035541934620218665
29,0.9974167084441199,0.9699598940209164,0.030040105979083576,0.9970114875083779,0.9640888715086625,0.035911128491337534
30,0.9974889644797433,0.9709383207237163,0.02906167927628372,0.997214512256851,0.966629813114802,0.03337018688519796
31,0.997561431985501,0.9717693074295918,0.028230692570408184,0.9972140435674037,0.9667568085225005,0.03324319147749951
32,0.9975095388768186,0.9710124078048774,0.028987592195122563,0.9972316671097488,0.9668335319872488,0.033166468012751193
33,0.9975106297877797,0.9710950264979524,0.028904973502047578,0.9971853543878996,0.9662230902770806,0.03377690972291935
34,0.9976328859290882,0.9725192341931731,0.027480765806826932,0.9972757946765214,0.9672463385508074,0.03275366144919256
35,0.9973943886505059,0.9695205639895291,0.030479436010470866,0.9969635922570674,0.9635922414691824,0.036407758530817534
36,0.9976318710489057,0.9725887139507553,0.027411286049244695,0.9970410443973123,0.964597659501416,0.03540234049858405
37,0.9977085999926628,0.9735251871858075,0.026474812814192464,0.9973196510160178,0.9679833744701586,0.03201662552984137
38,0.9976652374610915,0.9727727371371455,0.027227262862854533,0.9962126542514528,0.954864718673522,0.04513528132647799
39,0.9969655031022447,0.963752522530873,0.03624747746912708,0.9973807304400449,0.9684790493974909,0.031520950602509125
40,0.9979051634974299,0.9755592157312653,0.024440784268734746,0.9972946887824967,0.9675139210116096,0.03248607898839036
41,0.9978380265879875,0.9748635617090248,0.025136438290975248,0.9974463392070859,0.9691312408063844,0.030868759193615605
42,0.9977653301729444,0.974028697215587,0.025971302784412925,0.9966943753741638,0.9602037366283568,0.03979626337164327
43,0.9977435338806514,0.9736189853988195,0.02638101460118043,0.9973292228771232,0.9679962481584465,0.03200375184155347
44,0.9977165305801825,0.9732523273393424,0.026747672660657536,0.9972822851343461,0.9674948500088084,0.03250514999119162
45,0.9978414773287481,0.9746653789338487,0.02533462106615131,0.9974009194656422,0.9687389969302896,0.031261003069710316
46,0.997519291817532,0.9709346924543555,0.029065307545644497,0.9972432211738581,0.9669841441668963,0.033015855833103784
47,0.9978762060970242,0.9751381235556644,0.02486187644433557,0.997490844400654,0.9697817052491227,0.03021829475087729
48,0.9979492610004562,0.9761115740331119,0.023888425966888144,0.9972213171640335,0.9663759398530101,0.033624060146989876
