epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.97532916241955,0.6715194779645819,0.32848052224497465,0.9848629538011204,0.8084413458249695,0.19155865428275143
1,0.9861366798575469,0.8297890041869566,0.17021099581018986,0.9878208562360783,0.8375468309562081,0.1624531690437919
2,0.9881908204399366,0.8543583040800886,0.14564169592347834,0.9898474763883388,0.8721641346452703,0.12783586536043678
3,0.9900705254612093,0.88107045570621,0.11892954431608325,0.9900073699227971,0.8696495403518899,0.1303504596538171
4,0.9910527747488259,0.8952719782650677,0.10472802173493238,0.9915245278773751,0.897528485536621,0.10247151445767196
5,0.9915616094883444,0.9001472539146089,0.09985274608360767,0.9918495266431139,0.8987871602559994,0.1012128397497077
6,0.9920526256350346,0.9063283961961115,0.09367160383242384,0.9911085290956296,0.89315231296379,0.10684768704334377
7,0.9916390074207974,0.8991933231941474,0.1008066767844511,0.9924486128136099,0.9096533029869182,0.090346697005948
8,0.9926603762572043,0.9148006738259481,0.0851993261740519,0.9929943764086474,0.9152917395670813,0.08470826042150456
9,0.9932289198754346,0.9206428142119668,0.07935718577376548,0.9928261579932129,0.9149961701438418,0.08500382985615812
10,0.9935711638788663,0.9257284402676078,0.07427155970385685,0.9934918437137407,0.921494769529564,0.078505230470436
11,0.9930987676433657,0.9182254703496435,0.08177452967889187,0.9930702087204377,0.9172378455665732,0.08276215443342684
12,0.9939584382782947,0.9304021849845936,0.0695978150154064,0.993321407758975,0.9209581330926516,0.0790418669073484
13,0.9937590498638446,0.9261270901940875,0.07387290977737722,0.9929477397804742,0.9144890008787459,0.08551099911269353
14,0.9938459678862297,0.9271142418553024,0.07288575811616217,0.9937292977979201,0.9243139446306758,0.07568605536932417
15,0.9942557113876475,0.9339375372809133,0.06606246269055135,0.9941176455945907,0.9297921830086998,0.07020781698559309
16,0.9945544938002907,0.9380993704739223,0.06190062952607767,0.9940334679933399,0.9285638204985128,0.07143617950148712
17,0.9942617490003046,0.931038987611669,0.06896101237941364,0.9943650130429336,0.9323671874713276,0.06763281252867233
18,0.9948618436444084,0.9413192028266084,0.05868079717339158,0.9944292507332342,0.9336070861511877,0.06639291385451937
19,0.9949517548540825,0.9417635103604178,0.05823648963244835,0.9944773356332856,0.9337464721665808,0.06625352783341922
20,0.9947729433737966,0.9391788997794763,0.06082110024192515,0.9943495849593303,0.9323534798982818,0.06764652011313232
21,0.9935057928328402,0.9217085532190608,0.0782914467809393,0.9941121038921215,0.929564594720251,0.07043540527974906
22,0.9950366916669278,0.94219483812534,0.05780516185325848,0.9946475385112902,0.9358254334151357,0.06417456658486433
23,0.9953707948195802,0.9472695334986772,0.05273046650132289,0.9948432417219053,0.937974232999085,0.06202576700091499
24,0.9951346440362729,0.9438513635858545,0.05614863641414548,0.9948227179548103,0.9382800525664279,0.061719947439279194
25,0.9954835385118395,0.9480325832352333,0.051967416764766676,0.9945576070415156,0.935413127568879,0.06458687243540139
26,0.9954876419982889,0.9480721367097183,0.05192786326174625,0.9948806696036728,0.9384071328479273,0.06159286716348684
27,0.9955318686675404,0.9488814964645076,0.051118503535492396,0.994832326104841,0.9384333830196959,0.0615666169902914
28,0.9955194864018307,0.9485471923316589,0.051452807668341115,0.9949909802005465,0.9408096887516546,0.059190311248345374
29,0.9956001218298485,0.9489893396436735,0.051010660356326565,0.9945537754513212,0.935310923576081,0.0646890764353331
30,0.995752633633809,0.9515849680039491,0.048415031996050906,0.9950716763517948,0.9410268910220645,0.05897310897793545
31,0.9958597551881468,0.9525627006017947,0.04743729939820528,0.9951874785202302,0.9425842055458075,0.05741579445419253
32,0.9958016641041366,0.9524482492284727,0.04755175077152727,0.9952307027311263,0.9431124317696249,0.056887568230375114
33,0.9960037514379042,0.9546588400984486,0.04534115990155139,0.9952021826733487,0.9432998316491623,0.056700168350837736
34,0.9956517068420229,0.9494494748915671,0.05055052512270059,0.9951038151488638,0.9419444985702,0.05805550142979996
35,0.9960209087410543,0.9538697909823451,0.04613020904262328,0.9952294170422739,0.9427003767334241,0.057299623266575846
36,0.9960328311081912,0.9542935911561738,0.045706408843826124,0.995357632317428,0.9447227989700461,0.05527720102995395
37,0.9961537741258746,0.9563227375660396,0.043677262433960445,0.9952015042168023,0.9430837107773076,0.05691628922269245
38,0.9949928678712001,0.9408882321217014,0.0591117678497633,0.9951765629488223,0.9425936921352356,0.05740630786476442
39,0.9961201878102608,0.9551368668783857,0.04486313315014965,0.995440105878727,0.9453279402510776,0.05467205974892244
40,0.9960044810069744,0.953649378539684,0.04635062146031596,0.9953616101455981,0.944850015119774,0.055149984880226044
41,0.9961786636193106,0.9555204160545736,0.04447958393829255,0.9954370681192171,0.9456887070313581,0.054311292968641886
42,0.9963084074648255,0.9579112782121298,0.04208872178787018,0.9954035687565301,0.944861980381253,0.055138019618746974
43,0.9958130836783584,0.9511531983662364,0.04884680166229897,0.9886044699403346,0.8636369453575455,0.13636305475088883
44,0.9954317125928032,0.9477277425617516,0.05227225743824839,0.9953759851148877,0.9449212459575532,0.05507875404244682
45,0.996339767086967,0.9581804698463694,0.041819530147923584,0.9951407739094326,0.9408381776259988,0.05916182237400126
46,0.9960273441022861,0.9525149484581986,0.04748505154180143,0.9928628850010609,0.9140583404644108,0.08594165954129626
47,0.9961475451437279,0.9557454029133109,0.04425459708668911,0.9955300579852685,0.9467346343853519,0.05326536561464816
