epoch,acc,f1,loss,lr,val_acc,val_f1,val_loss
0,0.9613266107688782,0.7088784135529936,0.2919662725416611,0.001,0.9910319767142439,0.8144893220346517,0.19157245841534648
1,0.9915344338116598,0.8318750972360106,0.1724991881432055,0.001,0.9923128414902097,0.8337389811417852,0.1686225588018919
2,0.9925397744770809,0.8507703208844165,0.15224853723056195,0.001,0.9932452058117782,0.8600991965022732,0.14237186715022185
3,0.9931524822394631,0.8634390736116115,0.1389816466882402,0.001,0.9933909538697776,0.8624752170439235,0.13973511405162053
4,0.9931294835916431,0.8624948124168754,0.1391436312030802,0.001,0.9937006510315545,0.8639029780095432,0.1368114149380724
5,0.9934841623212357,0.8690395913509448,0.13216986293520527,0.001,0.9939178854865224,0.8732110847043211,0.1280793715257709
6,0.993668100463341,0.8723192081682525,0.12880154876355973,0.001,0.9938541737384134,0.8723775282166032,0.12869000699694016
7,0.9937634022993287,0.8742943325462761,0.1265979379902676,0.001,0.9939092322202888,0.8727158559811534,0.12818467084667765
8,0.9937542644146603,0.8741103504689729,0.1265305050993139,0.001,0.9938211571947756,0.8720078461565787,0.12867275729125327
9,0.994388252953169,0.8879181256835096,0.11282521612723166,0.0005,0.9945155737204308,0.8854973615819778,0.11513283939879197
10,0.9945505846410478,0.8902027122334035,0.11035817991922438,0.0005,0.9946683528059389,0.8884218143158239,0.1122208642315294
11,0.9946661521484023,0.8932611927957887,0.10741635452738295,0.0005,0.9947062737614404,0.8894546893499403,0.1112553170425409
12,0.9947732721703696,0.8951749300633202,0.10556103095840122,0.0005,0.9946502088531246,0.8879962888326921,0.11269882849971002
13,0.9946983089967392,0.8926876262745362,0.10781614495328432,0.0005,0.9948305690614789,0.8901468377458426,0.11040364466048756
14,0.9948934511603118,0.8978077700496359,0.10286953753423897,0.0005,0.9945414593221669,0.8889297818340387,0.11154222368961973
15,0.9949521332358943,0.8989521457626061,0.10168551734056834,0.0005,0.9948980679943924,0.8933517678242894,0.1072412141134113
16,0.9949687781831769,0.8994760420462954,0.10113206302804667,0.0005,0.9949412035884746,0.8930036926152137,0.10737775254055737
17,0.9949907525102203,0.898919004389076,0.10165725093283616,0.0005,0.9949443221064923,0.8957076468282612,0.10483016836592712
18,0.9950759151168168,0.9010119449023797,0.09956284095711959,0.0005,0.9949407280481082,0.8943491296493542,0.10625612169937568
19,0.995071400616554,0.9009480492777454,0.09963709854321347,0.0005,0.9948703770674096,0.8940214628235766,0.10653721265854
20,0.9951039994361217,0.9014177412005397,0.09908697536776523,0.0005,0.9949314751590116,0.8943338068260792,0.1061790162763767
21,0.9953481983945329,0.9058703953232659,0.09451593275432757,0.00025,0.9953533323936196,0.9018670199158456,0.09856186025838569
22,0.995455990441764,0.9087089241388815,0.09183436995097827,0.00025,0.9953632573006859,0.9028582999376746,0.09759458920997428
23,0.9955177160877322,0.9101747489552955,0.09033329269935228,0.00025,0.995436571368671,0.9041865807306885,0.09625463412414913
24,0.9955557856209336,0.9108036763716316,0.08972489380453581,0.00025,0.9954242292690506,0.904346506483405,0.09618311941616862
25,0.9955979931320736,0.9117671527299726,0.0887402834523291,0.00025,0.9954211683627134,0.9040488875719003,0.09642099051026153
26,0.9956287013167442,0.9126170941145324,0.08789813019756952,0.00025,0.9954894379653241,0.905411387416733,0.09508856043405553
27,0.9956527816956147,0.9127736533798295,0.08775361160460586,0.00025,0.9955394772283129,0.9058750443314955,0.09456916407841008
28,0.9956933612803829,0.9141395999398261,0.08639225219800441,0.00025,0.9955050950059636,0.9053920117369717,0.09509331949603772
29,0.9957143405591492,0.9141197209026364,0.08642214505099324,0.00025,0.9955702847759025,0.9066365249962601,0.09378493645750041
30,0.9957103242391179,0.9132674002218423,0.08711834714345186,0.00025,0.9955519746767618,0.906742962934465,0.09379288714242995
31,0.9957653192970646,0.914410231926921,0.08597958228183425,0.00025,0.9956079423461708,0.9075482042947204,0.09293323097995612
32,0.9957813110367534,0.9146949156684957,0.08570609837092186,0.00025,0.9955554551771385,0.9073381589325272,0.09319868422067822
33,0.9957993741449218,0.914962953670613,0.08550028966173531,0.00025,0.9956659251412588,0.9081900301741854,0.0921439397352798
34,0.9957819746394546,0.9151827850157783,0.08531042111086834,0.00025,0.9956295110577913,0.9079658960908409,0.09252573735222816
35,0.9958452266052509,0.9164174746997452,0.08407682043896358,0.00025,0.9956588500501309,0.909298631029141,0.0912282316255826
36,0.9958706217792127,0.9172355826719194,0.0832734232432638,0.00025,0.9957138538551702,0.9100805822549565,0.09042110550817203
37,0.9958841504244851,0.9176791209720807,0.08285670813384964,0.00025,0.9956380238132243,0.908739977114719,0.09182121636844863
38,0.9958813408276268,0.9171033671765599,0.08341800586886036,0.00025,0.995714442762438,0.9092495589885299,0.09112540024956463
39,0.995893152157477,0.9169887002076644,0.08339218376688283,0.00025,0.9957167070018157,0.9100981925233566,0.09040320841673381
40,0.9960379412757729,0.9206926755875665,0.07980997318706996,0.000125,0.9958424099351919,0.9124947218199878,0.0879707201422933
41,0.9960886124826611,0.921886644699282,0.07860809330819983,0.000125,0.9958514697592952,0.9126249076191754,0.08784986209803862
42,0.9961064389809855,0.9221839605098238,0.07831965536130822,0.000125,0.9959029346878526,0.9138782529245055,0.08659458607452289
43,0.9961320191356442,0.9222810460486347,0.078067852753832,0.000125,0.995919611764421,0.9140072083822657,0.08644421475594033
44,0.9961514665455199,0.9228125624971875,0.07768738706973753,0.000125,0.9959204635245549,0.9141912648361955,0.0862798773244554
45,0.9961627794170027,0.9230546242713464,0.07744239764975142,0.000125,0.9959118798823888,0.9145281929051386,0.0859623127181301
46,0.9961831979862023,0.9235379638439402,0.07694469999889583,0.000125,0.9959480974404765,0.9147612564781885,0.085726900907722
47,0.9961987671081249,0.9240445405119411,0.07646850973989656,0.000125,0.9959542062101557,0.9145391137482825,0.08589843793599504
48,0.9962083978082485,0.9239096707166895,0.0766059893828172,0.000125,0.9959607792722391,0.9151159277571635,0.08536750392161406
49,0.9962317760976077,0.9246512941677201,0.07587364174785856,0.000125,0.995968590470151,0.9148622434341005,0.0855703619246383
50,0.9962432491172206,0.9247670389720601,0.07574598492002382,0.000125,0.995987111270653,0.9153864370320078,0.08508233728242824
51,0.9962566719566126,0.9250736621542748,0.07542901896088543,0.000125,0.995999370123067,0.9160684672715695,0.08443725457186553
52,0.9962567423266435,0.9246663440393543,0.07576874123830185,0.000125,0.9960232867171344,0.9160461531776914,0.08436956860745307
53,0.9962761335599392,0.9249324128208765,0.07555945382997747,0.000125,0.9959851543504485,0.9157812199641185,0.08475237306035509
54,0.996279624788833,0.924677574465367,0.07570548071684761,0.000125,0.9960277048184347,0.9165511989762771,0.08394863004060896
55,0.9962922019695172,0.9258463204253403,0.07466582187734383,0.000125,0.9960019409513196,0.916378810495005,0.08415253528488825
56,0.9962998164334526,0.9257508802125908,0.07475866805349861,0.000125,0.996047092237574,0.9163173135512066,0.08408378645629254
57,0.9963136621295001,0.9255334170693738,0.07482703647852142,0.000125,0.9960531850021128,0.917077120829049,0.083439989685398
58,0.9963338119053164,0.9263729115740705,0.07412979336861417,0.000125,0.9960369158348076,0.91690647127046,0.08358114246621542
59,0.9963324565621396,0.9269110832478226,0.07360178041593272,0.000125,0.9960392353379902,0.9170732489978681,0.08343210820819755
60,0.996344844774378,0.9262311556890689,0.07425613168491901,0.000125,0.9960590555170182,0.9170459759176686,0.08341364149073753
61,0.9964014821876243,0.9282067902788248,0.07228885540308753,6.25e-05,0.9961151646868847,0.918375455574196,0.0820982309123788
62,0.9964326300860196,0.9283047731379115,0.07218261366531273,6.25e-05,0.9961005012207966,0.9183235982091488,0.08218700137319099
63,0.9964514824476643,0.9287384188484734,0.07175022416218417,6.25e-05,0.9961427574126046,0.9185835789613103,0.08184764057066819
64,0.9964588254136458,0.9292655128955035,0.07122591089169646,6.25e-05,0.9961515062796924,0.9187057149255998,0.0817175970090619
65,0.9964687150597848,0.9292783603353288,0.07119673232352962,6.25e-05,0.9961487247296028,0.9187071487609565,0.08174886365506324
66,0.9964762179247687,0.9294422895065212,0.07105277861728686,6.25e-05,0.9961534930397579,0.918971733178495,0.08150221333530477
67,0.9964902863938373,0.9294924904132926,0.07098766673778724,6.25e-05,0.9961680716069364,0.9192473316170786,0.08120613945563826
68,0.9964943346295102,0.929203584103849,0.07116338781540442,6.25e-05,0.9961572940729334,0.9193183266732969,0.08117861095523693
69,0.9965058592373177,0.9302470924272003,0.07025417639863764,6.25e-05,0.9961546939303617,0.9192445861860524,0.08123951100626038
70,0.9965110627274137,0.929766819887357,0.07067235949446868,6.25e-05,0.9961807503059231,0.9195956246871713,0.08087958560480799
71,0.9965198832763459,0.9297796265760406,0.07065840584253494,6.25e-05,0.9961952176151933,0.9197569784055553,0.08070540855420383
72,0.9965286550252657,0.9306932065315658,0.06980080926337423,6.25e-05,0.9961755076839413,0.9197420155921507,0.08076917160066505
73,0.99653296586367,0.9305487443523653,0.06994296741104737,6.25e-05,0.9961915817864637,0.9199122348615807,0.08058567450762641
74,0.9965368524291452,0.929901711759414,0.07052874119766168,6.25e-05,0.9961889695086512,0.919655647588243,0.0808098271828698
